anchor,layer,window,alpha,component,metric,mean,lo,hi
final,0,3,0.5,resid,kl_t+20,1.9747474659358788,-1.0708116193747229e-08,17.859201121330255
final,0,3,0.5,resid,kl_t+5,1.9747474659358788,-1.0708116193747229e-08,17.859201121330255
final,0,3,0.75,resid,kl_t+1,9.191894815939257,7.53893211191681e-09,22.06666779518127
final,0,3,0.75,resid,kl_t+10,9.191894815939257,7.53893211191681e-09,22.06666779518127
final,0,3,0.75,resid,kl_t+20,9.191894815939257,7.53893211191681e-09,22.06666779518127
final,0,3,0.75,resid,kl_t+5,9.191894815939257,7.53893211191681e-09,22.06666779518127
final,0,3,1.0,resid,kl_t+1,9.989605385597057,5.029425897973284e-09,23.800290298461913
final,0,3,1.0,resid,kl_t+10,9.989605385597057,5.029425897973284e-09,23.800290298461913
final,0,3,1.0,resid,kl_t+20,9.989605385597057,5.029425897973284e-09,23.800290298461913
final,0,3,1.0,resid,kl_t+5,9.989605385597057,5.029425897973284e-09,23.800290298461913
final,0,5,0.25,resid,kl_t+1,0.0021641862996457355,-3.314816492405725e-08,0.01483787398319691
final,0,5,0.25,resid,kl_t+10,0.0021641862996457355,-3.314816492405725e-08,0.01483787398319691
final,0,5,0.25,resid,kl_t+20,0.0021641862996457355,-3.314816492405725e-08,0.01483787398319691
final,0,5,0.25,resid,kl_t+5,0.0021641862996457355,-3.314816492405725e-08,0.01483787398319691
final,0,5,0.5,resid,kl_t+1,1.9747474659358788,-1.0708116193747229e-08,17.859201121330255
final,0,5,0.5,resid,kl_t+10,1.9747474659358788,-1.0708116193747229e-08,17.859201121330255
final,0,5,0.5,resid,kl_t+20,1.9747474659358788,-1.0708116193747229e-08,17.859201121330255
final,0,5,0.5,resid,kl_t+5,1.9747474659358788,-1.0708116193747229e-08,17.859201121330255
final,0,5,0.75,resid,kl_t+1,9.191894815939257,7.53893211191681e-09,22.06666779518127
final,0,5,0.75,resid,kl_t+10,9.191894815939257,7.53893211191681e-09,22.06666779518127
final,0,5,0.75,resid,kl_t+20,9.191894815939257,7.53893211191681e-09,22.06666779518127
final,0,5,0.75,resid,kl_t+5,9.191894815939257,7.53893211191681e-09,22.06666779518127
final,0,5,1.0,resid,kl_t+1,9.989605385597057,5.029425897973284e-09,23.800290298461913
final,0,5,1.0,resid,kl_t+10,9.989605385597057,5.029425897973284e-09,23.800290298461913
final,0,5,1.0,resid,kl_t+20,9.989605385597057,5.029425897973284e-09,23.800290298461913
final,0,5,1.0,resid,kl_t+5,9.989605385597057,5.029425897973284e-09,23.800290298461913
final,2,1,0.25,resid,kl_t+1,0.01840698399440712,-2.4925502606354396e-08,0.02984830606728792
final,2,1,0.25,resid,kl_t+10,0.01840698399440712,-2.4925502606354396e-08,0.02984830606728792
final,2,1,0.25,resid,kl_t+20,0.01840698399440712,-2.4925502606354396e-08,0.02984830606728792
final,2,1,0.25,resid,kl_t+5,0.01840698399440712,-2.4925502606354396e-08,0.02984830606728792
final,2,1,0.5,resid,kl_t+1,2.3877625753777294,-7.337359342329815e-09,18.4729498386383
final,2,1,0.5,resid,kl_t+10,2.3877625753777294,-7.337359342329815e-09,18.4729498386383
final,2,1,0.5,resid,kl_t+20,2.3877625753777294,-7.337359342329815e-09,18.4729498386383
final,2,1,0.5,resid,kl_t+5,2.3877625753777294,-7.337359342329815e-09,18.4729498386383
final,2,1,0.75,resid,kl_t+1,9.005617811603205,2.3389204084622864e-08,20.20396156311035
final,2,1,0.75,resid,kl_t+10,9.005617811603205,2.3389204084622864e-08,20.20396156311035
final,2,1,0.75,resid,kl_t+20,9.005617811603205,2.3389204084622864e-08,20.20396156311035
final,2,1,0.75,resid,kl_t+5,9.005617811603205,2.3389204084622864e-08,20.20396156311035
final,2,1,1.0,resid,kl_t+1,10.485607434996489,5.880306019889759e-08,23.820127630233763
final,2,1,1.0,resid,kl_t+10,10.485607434996489,5.880306019889759e-08,23.820127630233763
final,2,1,1.0,resid,kl_t+20,10.485607434996489,5.880306019889759e-08,23.820127630233763
final,2,1,1.0,resid,kl_t+5,10.485607434996489,5.880306019889759e-08,23.820127630233763
final,2,3,0.25,resid,kl_t+1,0.01840698399440712,-2.4925502606354396e-08,0.02984830606728792
final,2,3,0.25,resid,kl_t+10,0.01840698399440712,-2.4925502606354396e-08,0.02984830606728792
final,2,3,0.25,resid,kl_t+20,0.01840698399440712,-2.4925502606354396e-08,0.02984830606728792
final,2,3,0.25,resid,kl_t+5,0.01840698399440712,-2.4925502606354396e-08,0.02984830606728792
final,2,3,0.5,resid,kl_t+1,2.3877625753777294,-7.337359342329815e-09,18.4729498386383
final,2,3,0.5,resid,kl_t+10,2.3877625753777294,-7.337359342329815e-09,18.4729498386383
final,2,3,0.5,resid,kl_t+20,2.3877625753777294,-7.337359342329815e-09,18.4729498386383
final,2,3,0.5,resid,kl_t+5,2.3877625753777294,-7.337359342329815e-09,18.4729498386383
final,2,3,0.75,resid,kl_t+1,9.005617811603205,2.3389204084622864e-08,20.20396156311035
final,2,3,0.75,resid,kl_t+10,9.005617811603205,2.3389204084622864e-08,20.20396156311035
final,2,3,0.75,resid,kl_t+20,9.005617811603205,2.3389204084622864e-08,20.20396156311035
final,2,3,0.75,resid,kl_t+5,9.005617811603205,2.3389204084622864e-08,20.20396156311035
final,2,3,1.0,resid,kl_t+1,10.485607434996489,5.880306019889759e-08,23.820127630233763
final,2,3,1.0,resid,kl_t+10,10.485607434996489,5.880306019889759e-08,23.820127630233763
final,2,3,1.0,resid,kl_t+20,10.485607434996489,5.880306019889759e-08,23.820127630233763
final,2,3,1.0,resid,kl_t+5,10.485607434996489,5.880306019889759e-08,23.820127630233763
final,2,5,0.25,resid,kl_t+1,0.01840698399440712,-2.4925502606354396e-08,0.02984830606728792
final,2,5,0.25,resid,kl_t+10,0.01840698399440712,-2.4925502606354396e-08,0.02984830606728792
final,2,5,0.25,resid,kl_t+20,0.01840698399440712,-2.4925502606354396e-08,0.02984830606728792
final,2,5,0.25,resid,kl_t+5,0.01840698399440712,-2.4925502606354396e-08,0.02984830606728792
final,2,5,0.5,resid,kl_t+1,2.3877625753777294,-7.337359342329815e-09,18.4729498386383
final,2,5,0.5,resid,kl_t+10,2.3877625753777294,-7.337359342329815e-09,18.4729498386383
final,2,5,0.5,resid,kl_t+20,2.3877625753777294,-7.337359342329815e-09,18.4729498386383
final,2,5,0.5,resid,kl_t+5,2.3877625753777294,-7.337359342329815e-09,18.4729498386383
final,2,5,0.75,resid,kl_t+1,9.005617811603205,2.3389204084622864e-08,20.20396156311035
final,2,5,0.75,resid,kl_t+10,9.005617811603205,2.3389204084622864e-08,20.20396156311035
final,2,5,0.75,resid,kl_t+20,9.005617811603205,2.3389204084622864e-08,20.20396156311035
final,2,5,0.75,resid,kl_t+5,9.005617811603205,2.3389204084622864e-08,20.20396156311035
final,2,5,1.0,resid,kl_t+1,10.485607434996489,5.880306019889759e-08,23.820127630233763
final,2,5,1.0,resid,kl_t+10,10.485607434996489,5.880306019889759e-08,23.820127630233763
final,2,5,1.0,resid,kl_t+20,10.485607434996489,5.880306019889759e-08,23.820127630233763
final,2,5,1.0,resid,kl_t+5,10.485607434996489,5.880306019889759e-08,23.820127630233763
final,4,1,0.25,resid,kl_t+1,0.07374075024271974,-4.553869068502081e-08,0.04343495378270743
final,4,1,0.25,resid,kl_t+10,0.07374075024271974,-4.553869068502081e-08,0.04343495378270743
final,4,1,0.25,resid,kl_t+20,0.07374075024271974,-4.553869068502081e-08,0.04343495378270743
final,4,1,0.25,resid,kl_t+5,0.07374075024271974,-4.553869068502081e-08,0.04343495378270743
final,4,1,0.5,resid,kl_t+1,2.6205397714120813,-3.421539869208345e-08,19.224565887451167
final,4,1,0.5,resid,kl_t+10,2.6205397714120813,-3.421539869208345e-08,19.224565887451167
final,4,1,0.5,resid,kl_t+20,2.6205397714120813,-3.421539869208345e-08,19.224565887451167
final,4,1,0.5,resid,kl_t+5,2.6205397714120813,-3.421539869208345e-08,19.224565887451167
final,4,1,0.75,resid,kl_t+1,8.86894504503633,4.8867730642609974e-08,22.018218469619747
final,4,1,0.75,resid,kl_t+10,8.86894504503633,4.8867730642609974e-08,22.018218469619747
final,4,1,0.75,resid,kl_t+20,8.86894504503633,4.8867730642609974e-08,22.018218469619747
final,4,1,0.75,resid,kl_t+5,8.86894504503633,4.8867730642609974e-08,22.018218469619747
final,4,1,1.0,resid,kl_t+1,10.538775505079673,1.192429429863751e-07,23.470341205596924
final,4,1,1.0,resid,kl_t+10,10.538775505079673,1.192429429863751e-07,23.470341205596924
final,4,1,1.0,resid,kl_t+20,10.538775505079673,1.192429429863751e-07,23.470341205596924
final,4,1,1.0,resid,kl_t+5,10.538775505079673,1.192429429863751e-07,23.470341205596924
final,4,3,0.25,resid,kl_t+1,0.07374075024271974,-4.553869068502081e-08,0.04343495378270743
final,4,3,0.25,resid,kl_t+10,0.07374075024271974,-4.553869068502081e-08,0.04343495378270743
final,4,3,0.25,resid,kl_t+20,0.07374075024271974,-4.553869068502081e-08,0.04343495378270743
final,4,3,0.25,resid,kl_t+5,0.07374075024271974,-4.553869068502081e-08,0.04343495378270743
final,4,3,0.5,resid,kl_t+1,2.6205397714120813,-3.421539869208345e-08,19.224565887451167
final,4,3,0.5,resid,kl_t+10,2.6205397714120813,-3.421539869208345e-08,19.224565887451167
final,4,3,0.5,resid,kl_t+20,2.6205397714120813,-3.421539869208345e-08,19.224565887451167
final,4,3,0.5,resid,kl_t+5,2.6205397714120813,-3.421539869208345e-08,19.224565887451167
final,4,3,0.75,resid,kl_t+1,8.86894504503633,4.8867730642609974e-08,22.018218469619747
final,4,3,0.75,resid,kl_t+10,8.86894504503633,4.8867730642609974e-08,22.018218469619747
final,4,3,0.75,resid,kl_t+20,8.86894504503633,4.8867730642609974e-08,22.018218469619747
final,4,3,0.75,resid,kl_t+5,8.86894504503633,4.8867730642609974e-08,22.018218469619747
final,4,3,1.0,resid,kl_t+1,10.538775505079673,1.192429429863751e-07,23.470341205596924
final,4,3,1.0,resid,kl_t+10,10.538775505079673,1.192429429863751e-07,23.470341205596924
final,4,3,1.0,resid,kl_t+20,10.538775505079673,1.192429429863751e-07,23.470341205596924
final,4,3,1.0,resid,kl_t+5,10.538775505079673,1.192429429863751e-07,23.470341205596924
final,4,5,0.25,resid,kl_t+1,0.07374075024271974,-4.553869068502081e-08,0.04343495378270743
final,4,5,0.25,resid,kl_t+10,0.07374075024271974,-4.553869068502081e-08,0.04343495378270743
final,4,5,0.25,resid,kl_t+20,0.07374075024271974,-4.553869068502081e-08,0.04343495378270743
final,4,5,0.25,resid,kl_t+5,0.07374075024271974,-4.553869068502081e-08,0.04343495378270743
final,4,5,0.5,resid,kl_t+1,2.6205397714120813,-3.421539869208345e-08,19.224565887451167
final,4,5,0.5,resid,kl_t+10,2.6205397714120813,-3.421539869208345e-08,19.224565887451167
final,4,5,0.5,resid,kl_t+20,2.6205397714120813,-3.421539869208345e-08,19.224565887451167
final,4,5,0.5,resid,kl_t+5,2.6205397714120813,-3.421539869208345e-08,19.224565887451167
final,4,5,0.75,resid,kl_t+1,8.86894504503633,4.8867730642609974e-08,22.018218469619747
final,4,5,0.75,resid,kl_t+10,8.86894504503633,4.8867730642609974e-08,22.018218469619747
final,4,5,0.75,resid,kl_t+20,8.86894504503633,4.8867730642609974e-08,22.018218469619747
final,4,5,0.75,resid,kl_t+5,8.86894504503633,4.8867730642609974e-08,22.018218469619747
final,4,5,1.0,resid,kl_t+1,10.538775505079673,1.192429429863751e-07,23.470341205596924
final,4,5,1.0,resid,kl_t+10,10.538775505079673,1.192429429863751e-07,23.470341205596924
final,4,5,1.0,resid,kl_t+20,10.538775505079673,1.192429429863751e-07,23.470341205596924
final,4,5,1.0,resid,kl_t+5,10.538775505079673,1.192429429863751e-07,23.470341205596924
final,6,1,0.25,resid,kl_t+1,0.15160235544022319,-5.366729096678568e-08,0.5366418106481421
final,6,1,0.25,resid,kl_t+10,0.15160235544022319,-5.366729096678568e-08,0.5366418106481421
final,6,1,0.25,resid,kl_t+20,0.15160235544022319,-5.366729096678568e-08,0.5366418106481421
final,6,1,0.25,resid,kl_t+5,0.15160235544022319,-5.366729096678568e-08,0.5366418106481421
final,6,1,0.5,resid,kl_t+1,2.773531811881388,-2.061485984139466e-08,20.039487123489376
final,6,1,0.5,resid,kl_t+10,2.773531811881388,-2.061485984139466e-08,20.039487123489376
final,6,1,0.5,resid,kl_t+20,2.773531811881388,-2.061485984139466e-08,20.039487123489376
final,6,1,0.5,resid,kl_t+5,2.773531811881388,-2.061485984139466e-08,20.039487123489376
final,6,1,0.75,resid,kl_t+1,8.58861886643255,5.51610980892292e-08,20.67583756446838
final,6,1,0.75,resid,kl_t+10,8.58861886643255,5.51610980892292e-08,20.67583756446838
final,6,1,0.75,resid,kl_t+20,8.58861886643255,5.51610980892292e-08,20.67583756446838
final,6,1,0.75,resid,kl_t+5,8.58861886643255,5.51610980892292e-08,20.67583756446838
final,6,1,1.0,resid,kl_t+1,10.52556363543582,6.729665003035734e-08,22.30740232467651
final,6,1,1.0,resid,kl_t+10,10.52556363543582,6.729665003035734e-08,22.30740232467651
final,6,1,1.0,resid,kl_t+20,10.52556363543582,6.729665003035734e-08,22.30740232467651
final,6,1,1.0,resid,kl_t+5,10.52556363543582,6.729665003035734e-08,22.30740232467651
final,6,3,0.25,resid,kl_t+1,0.15160235544022319,-5.366729096678568e-08,0.5366418106481421
final,6,3,0.25,resid,kl_t+10,0.15160235544022319,-5.366729096678568e-08,0.5366418106481421
final,6,3,0.25,resid,kl_t+20,0.15160235544022319,-5.366729096678568e-08,0.5366418106481421
final,6,3,0.25,resid,kl_t+5,0.15160235544022319,-5.366729096678568e-08,0.5366418106481421
final,6,3,0.5,resid,kl_t+1,2.773531811881388,-2.061485984139466e-08,20.039487123489376
final,6,3,0.5,resid,kl_t+10,2.773531811881388,-2.061485984139466e-08,20.039487123489376
final,6,3,0.5,resid,kl_t+20,2.773531811881388,-2.061485984139466e-08,20.039487123489376
final,6,3,0.5,resid,kl_t+5,2.773531811881388,-2.061485984139466e-08,20.039487123489376
final,6,3,0.75,resid,kl_t+1,8.58861886643255,5.51610980892292e-08,20.67583756446838
final,6,3,0.75,resid,kl_t+10,8.58861886643255,5.51610980892292e-08,20.67583756446838
final,6,3,0.75,resid,kl_t+20,8.58861886643255,5.51610980892292e-08,20.67583756446838
final,6,3,0.75,resid,kl_t+5,8.58861886643255,5.51610980892292e-08,20.67583756446838
final,6,3,1.0,resid,kl_t+1,10.52556363543582,6.729665003035734e-08,22.30740232467651
final,6,3,1.0,resid,kl_t+10,10.52556363543582,6.729665003035734e-08,22.30740232467651
final,6,3,1.0,resid,kl_t+20,10.52556363543582,6.729665003035734e-08,22.30740232467651
final,6,3,1.0,resid,kl_t+5,10.52556363543582,6.729665003035734e-08,22.30740232467651
final,6,5,0.25,resid,kl_t+1,0.15160235544022319,-5.366729096678568e-08,0.5366418106481421
final,6,5,0.25,resid,kl_t+10,0.15160235544022319,-5.366729096678568e-08,0.5366418106481421
final,6,5,0.25,resid,kl_t+20,0.15160235544022319,-5.366729096678568e-08,0.5366418106481421
final,6,5,0.25,resid,kl_t+5,0.15160235544022319,-5.366729096678568e-08,0.5366418106481421
final,6,5,0.5,resid,kl_t+1,2.773531811881388,-2.061485984139466e-08,20.039487123489376
final,6,5,0.5,resid,kl_t+10,2.773531811881388,-2.061485984139466e-08,20.039487123489376
final,6,5,0.5,resid,kl_t+20,2.773531811881388,-2.061485984139466e-08,20.039487123489376
final,6,5,0.5,resid,kl_t+5,2.773531811881388,-2.061485984139466e-08,20.039487123489376
final,6,5,0.75,resid,kl_t+1,8.58861886643255,5.51610980892292e-08,20.67583756446838
final,6,5,0.75,resid,kl_t+10,8.58861886643255,5.51610980892292e-08,20.67583756446838
final,6,5,0.75,resid,kl_t+20,8.58861886643255,5.51610980892292e-08,20.67583756446838
final,6,5,0.75,resid,kl_t+5,8.58861886643255,5.51610980892292e-08,20.67583756446838
final,6,5,1.0,resid,kl_t+1,10.52556363543582,6.729665003035734e-08,22.30740232467651
final,6,5,1.0,resid,kl_t+10,10.52556363543582,6.729665003035734e-08,22.30740232467651
final,6,5,1.0,resid,kl_t+20,10.52556363543582,6.729665003035734e-08,22.30740232467651
final,6,5,1.0,resid,kl_t+5,10.52556363543582,6.729665003035734e-08,22.30740232467651
final,12,1,0.25,resid,kl_t+1,0.41379999547295143,-1.301609554582583e-08,4.845925426483153
final,12,1,0.25,resid,kl_t+10,0.41379999547295143,-1.301609554582583e-08,4.845925426483153
final,12,1,0.25,resid,kl_t+20,0.41379999547295143,-1.301609554582583e-08,4.845925426483153
final,12,1,0.25,resid,kl_t+5,0.41379999547295143,-1.301609554582583e-08,4.845925426483153
final,12,1,0.5,resid,kl_t+1,3.2128230841940058,8.82494375353815e-09,20.233203744888304
final,12,1,0.5,resid,kl_t+10,3.2128230841940058,8.82494375353815e-09,20.233203744888304
final,12,1,0.5,resid,kl_t+20,3.2128230841940058,8.82494375353815e-09,20.233203744888304
final,12,1,0.5,resid,kl_t+5,3.2128230841940058,8.82494375353815e-09,20.233203744888304
final,12,1,0.75,resid,kl_t+1,8.77484669074116,1.4111104746916682e-07,21.580491828918454
final,12,1,0.75,resid,kl_t+10,8.77484669074116,1.4111104746916682e-07,21.580491828918454
final,12,1,0.75,resid,kl_t+20,8.77484669074116,1.4111104746916682e-07,21.580491828918454
final,12,1,0.75,resid,kl_t+5,8.77484669074116,1.4111104746916682e-07,21.580491828918454
final,12,1,1.0,resid,kl_t+1,11.530722605430872,4.491734948430804e-07,23.361285066604612
final,12,1,1.0,resid,kl_t+10,11.530722605430872,4.491734948430804e-07,23.361285066604612
final,12,1,1.0,resid,kl_t+20,11.530722605430872,4.491734948430804e-07,23.361285066604612
final,12,1,1.0,resid,kl_t+5,11.530722605430872,4.491734948430804e-07,23.361285066604612
final,12,3,0.25,resid,kl_t+1,0.41379999547295143,-1.301609554582583e-08,4.845925426483153
final,12,3,0.25,resid,kl_t+10,0.41379999547295143,-1.301609554582583e-08,4.845925426483153
final,12,3,0.25,resid,kl_t+20,0.41379999547295143,-1.301609554582583e-08,4.845925426483153
final,12,3,0.25,resid,kl_t+5,0.41379999547295143,-1.301609554582583e-08,4.845925426483153
final,12,3,0.5,resid,kl_t+1,3.2128230841940058,8.82494375353815e-09,20.233203744888304
final,12,3,0.5,resid,kl_t+10,3.2128230841940058,8.82494375353815e-09,20.233203744888304
final,12,3,0.5,resid,kl_t+20,3.2128230841940058,8.82494375353815e-09,20.233203744888304
final,12,3,0.5,resid,kl_t+5,3.2128230841940058,8.82494375353815e-09,20.233203744888304
final,12,3,0.75,resid,kl_t+1,8.77484669074116,1.4111104746916682e-07,21.580491828918454
final,12,3,0.75,resid,kl_t+10,8.77484669074116,1.4111104746916682e-07,21.580491828918454
final,12,3,0.75,resid,kl_t+20,8.77484669074116,1.4111104746916682e-07,21.580491828918454
final,12,3,0.75,resid,kl_t+5,8.77484669074116,1.4111104746916682e-07,21.580491828918454
final,12,3,1.0,resid,kl_t+1,11.530722605430872,4.491734948430804e-07,23.361285066604612
final,12,3,1.0,resid,kl_t+10,11.530722605430872,4.491734948430804e-07,23.361285066604612
final,12,3,1.0,resid,kl_t+20,11.530722605430872,4.491734948430804e-07,23.361285066604612
final,12,3,1.0,resid,kl_t+5,11.530722605430872,4.491734948430804e-07,23.361285066604612
final,12,5,0.25,resid,kl_t+1,0.41379999547295143,-1.301609554582583e-08,4.845925426483153
final,12,5,0.25,resid,kl_t+10,0.41379999547295143,-1.301609554582583e-08,4.845925426483153
final,12,5,0.25,resid,kl_t+20,0.41379999547295143,-1.301609554582583e-08,4.845925426483153
final,12,5,0.25,resid,kl_t+5,0.41379999547295143,-1.301609554582583e-08,4.845925426483153
final,12,5,0.5,resid,kl_t+1,3.2128230841940058,8.82494375353815e-09,20.233203744888304
final,12,5,0.5,resid,kl_t+10,3.2128230841940058,8.82494375353815e-09,20.233203744888304
final,12,5,0.5,resid,kl_t+20,3.2128230841940058,8.82494375353815e-09,20.233203744888304
final,12,5,0.5,resid,kl_t+5,3.2128230841940058,8.82494375353815e-09,20.233203744888304
final,12,5,0.75,resid,kl_t+1,8.77484669074116,1.4111104746916682e-07,21.580491828918454
final,12,5,0.75,resid,kl_t+10,8.77484669074116,1.4111104746916682e-07,21.580491828918454
final,12,5,0.75,resid,kl_t+20,8.77484669074116,1.4111104746916682e-07,21.580491828918454
final,12,5,0.75,resid,kl_t+5,8.77484669074116,1.4111104746916682e-07,21.580491828918454
final,12,5,1.0,resid,kl_t+1,11.530722605430872,4.491734948430804e-07,23.361285066604612
final,12,5,1.0,resid,kl_t+10,11.530722605430872,4.491734948430804e-07,23.361285066604612
final,12,5,1.0,resid,kl_t+20,11.530722605430872,4.491734948430804e-07,23.361285066604612
final,12,5,1.0,resid,kl_t+5,11.530722605430872,4.491734948430804e-07,23.361285066604612
final,16,1,0.25,resid,kl_t+1,0.17483375384055305,-1.5069096259701097e-08,1.5236596196889876
final,16,1,0.25,resid,kl_t+10,0.17483375384055305,-1.5069096259701097e-08,1.5236596196889876
final,16,1,0.25,resid,kl_t+20,0.17483375384055305,-1.5069096259701097e-08,1.5236596196889876
final,16,1,0.25,resid,kl_t+5,0.17483375384055305,-1.5069096259701097e-08,1.5236596196889876
final,16,1,0.5,resid,kl_t+1,3.1644288599248354,2.924906032930608e-08,20.100658512115476
final,16,1,0.5,resid,kl_t+10,3.1644288599248354,2.924906032930608e-08,20.100658512115476
final,16,1,0.5,resid,kl_t+20,3.1644288599248354,2.924906032930608e-08,20.100658512115476
final,16,1,0.5,resid,kl_t+5,3.1644288599248354,2.924906032930608e-08,20.100658512115476
final,16,1,0.75,resid,kl_t+1,9.900553781698536,3.3252395326144324e-07,22.941396236419674
final,16,1,0.75,resid,kl_t+10,9.900553781698536,3.3252395326144324e-07,22.941396236419674
final,16,1,0.75,resid,kl_t+20,9.900553781698536,3.3252395326144324e-07,22.941396236419674
final,16,1,0.75,resid,kl_t+5,9.900553781698536,3.3252395326144324e-07,22.941396236419674
final,16,1,1.0,resid,kl_t+1,12.72528661623973,6.232264880168259e-07,24.544918727874755
final,16,1,1.0,resid,kl_t+10,12.72528661623973,6.232264880168259e-07,24.544918727874755
final,16,1,1.0,resid,kl_t+20,12.72528661623973,6.232264880168259e-07,24.544918727874755
final,16,1,1.0,resid,kl_t+5,12.72528661623973,6.232264880168259e-07,24.544918727874755
final,16,3,0.25,resid,kl_t+1,0.17483375384055305,-1.5069096259701097e-08,1.5236596196889876
final,16,3,0.25,resid,kl_t+10,0.17483375384055305,-1.5069096259701097e-08,1.5236596196889876
final,16,3,0.25,resid,kl_t+20,0.17483375384055305,-1.5069096259701097e-08,1.5236596196889876
final,16,3,0.25,resid,kl_t+5,0.17483375384055305,-1.5069096259701097e-08,1.5236596196889876
final,16,3,0.5,resid,kl_t+1,3.1644288599248354,2.924906032930608e-08,20.100658512115476
final,16,3,0.5,resid,kl_t+10,3.1644288599248354,2.924906032930608e-08,20.100658512115476
final,16,3,0.5,resid,kl_t+20,3.1644288599248354,2.924906032930608e-08,20.100658512115476
final,16,3,0.5,resid,kl_t+5,3.1644288599248354,2.924906032930608e-08,20.100658512115476
final,16,3,0.75,resid,kl_t+1,9.900553781698536,3.3252395326144324e-07,22.941396236419674
final,16,3,0.75,resid,kl_t+10,9.900553781698536,3.3252395326144324e-07,22.941396236419674
final,16,3,0.75,resid,kl_t+20,9.900553781698536,3.3252395326144324e-07,22.941396236419674
final,16,3,0.75,resid,kl_t+5,9.900553781698536,3.3252395326144324e-07,22.941396236419674
final,16,3,1.0,resid,kl_t+1,12.72528661623973,6.232264880168259e-07,24.544918727874755
final,16,3,1.0,resid,kl_t+10,12.72528661623973,6.232264880168259e-07,24.544918727874755
final,16,3,1.0,resid,kl_t+20,12.72528661623973,6.232264880168259e-07,24.544918727874755
final,16,3,1.0,resid,kl_t+5,12.72528661623973,6.232264880168259e-07,24.544918727874755
final,16,5,0.25,resid,kl_t+1,0.17483375384055305,-1.5069096259701097e-08,1.5236596196889876
final,16,5,0.25,resid,kl_t+10,0.17483375384055305,-1.5069096259701097e-08,1.5236596196889876
final,16,5,0.25,resid,kl_t+20,0.17483375384055305,-1.5069096259701097e-08,1.5236596196889876
final,16,5,0.25,resid,kl_t+5,0.17483375384055305,-1.5069096259701097e-08,1.5236596196889876
final,16,5,0.5,resid,kl_t+1,3.1644288599248354,2.924906032930608e-08,20.100658512115476
final,16,5,0.5,resid,kl_t+10,3.1644288599248354,2.924906032930608e-08,20.100658512115476
final,16,5,0.5,resid,kl_t+20,3.1644288599248354,2.924906032930608e-08,20.100658512115476
final,16,5,0.5,resid,kl_t+5,3.1644288599248354,2.924906032930608e-08,20.100658512115476
final,16,5,0.75,resid,kl_t+1,9.900553781698536,3.3252395326144324e-07,22.941396236419674
final,16,5,0.75,resid,kl_t+10,9.900553781698536,3.3252395326144324e-07,22.941396236419674
final,16,5,0.75,resid,kl_t+20,9.900553781698536,3.3252395326144324e-07,22.941396236419674
final,16,5,0.75,resid,kl_t+5,9.900553781698536,3.3252395326144324e-07,22.941396236419674
final,16,5,1.0,resid,kl_t+1,12.72528661623973,6.232264880168259e-07,24.544918727874755
final,16,5,1.0,resid,kl_t+10,12.72528661623973,6.232264880168259e-07,24.544918727874755
final,16,5,1.0,resid,kl_t+20,12.72528661623973,6.232264880168259e-07,24.544918727874755
final,16,5,1.0,resid,kl_t+5,12.72528661623973,6.232264880168259e-07,24.544918727874755
