task_id,domain,anchor,layer,window,alpha,component,final_kl,final_flip,delta_nll_suffix,metric,value
qa_18,qa,mid,0,5,0.5,resid,1.0170572295464808e-07,0.0,0.20784533023834229,,
qa_18,qa,mid,0,5,0.75,resid,3.6962967442377703e-07,0.0,0.45076483488082886,,
qa_18,qa,mid,0,5,1.0,resid,8.111001648103411e-07,0.0,0.4658355712890625,,
qa_18,qa,mid,2,1,0.25,resid,3.907047130269348e-09,0.0,0.0013533830642700195,,
qa_18,qa,mid,2,1,0.5,resid,1.526506423488172e-07,0.0,0.0004996061325073242,,
qa_18,qa,mid,2,1,0.75,resid,1.051877802638046e-07,0.0,0.0896349847316742,,
qa_18,qa,mid,2,1,1.0,resid,-8.845205456964322e-09,0.0,0.09279149770736694,,
qa_18,qa,mid,2,3,0.25,resid,1.2343337907338991e-08,0.0,0.0033205747604370117,,
qa_18,qa,mid,2,3,0.5,resid,1.5269179698407243e-07,0.0,0.008352696895599365,,
qa_18,qa,mid,2,3,0.75,resid,1.9818213559119613e-07,0.0,0.38082098960876465,,
qa_18,qa,mid,2,3,1.0,resid,1.0519082138671365e-07,0.0,0.39299458265304565,,
qa_18,qa,mid,2,5,0.25,resid,2.3039930852064572e-08,0.0,0.0009409487247467041,,
qa_18,qa,mid,2,5,0.5,resid,3.793853409206349e-08,0.0,0.047011375427246094,,
qa_18,qa,mid,2,5,0.75,resid,2.2468611859949306e-07,0.0,0.4193180203437805,,
qa_18,qa,mid,2,5,1.0,resid,4.071563353136298e-07,0.0,0.4312182068824768,,
qa_18,qa,mid,4,1,0.25,resid,7.215372477276105e-08,0.0,-0.0005306005477905273,,
qa_18,qa,mid,4,1,0.5,resid,7.744083063698781e-08,0.0,-0.0021962225437164307,,
qa_18,qa,mid,4,1,0.75,resid,1.507807496636815e-07,0.0,0.07961603999137878,,
qa_18,qa,mid,4,1,1.0,resid,8.866754797054455e-08,0.0,0.08923903107643127,,
qa_18,qa,mid,4,3,0.25,resid,4.218615856643737e-08,0.0,-0.0028924942016601562,,
qa_18,qa,mid,4,3,0.5,resid,1.2337005728113581e-07,0.0,0.019256949424743652,,
qa_18,qa,mid,4,3,0.75,resid,1.4751478261132434e-07,0.0,0.3645666837692261,,
qa_18,qa,mid,4,3,1.0,resid,1.595076923877059e-07,0.0,0.37591367959976196,,
qa_18,qa,mid,4,5,0.25,resid,-3.128057812773477e-09,0.0,-0.001589655876159668,,
qa_18,qa,mid,4,5,0.5,resid,1.5843539813431562e-08,0.0,0.049273163080215454,,
qa_18,qa,mid,4,5,0.75,resid,1.2614177080649824e-07,0.0,0.406851589679718,,
qa_18,qa,mid,4,5,1.0,resid,1.5884037907198945e-07,0.0,0.424893319606781,,
qa_18,qa,mid,6,1,0.25,resid,2.0628306174330646e-08,0.0,2.3126602172851562e-05,,
qa_18,qa,mid,6,1,0.5,resid,2.832031498201104e-08,0.0,0.00045675039291381836,,
qa_18,qa,mid,6,1,0.75,resid,7.20454238489765e-08,0.0,0.06922575831413269,,
qa_18,qa,mid,6,1,1.0,resid,8.647042193388188e-08,0.0,0.08398455381393433,,
qa_18,qa,mid,6,3,0.25,resid,3.665586234546936e-08,0.0,0.0010191798210144043,,
qa_18,qa,mid,6,3,0.5,resid,1.183595088605216e-08,0.0,0.018590331077575684,,
qa_18,qa,mid,6,3,0.75,resid,4.992287472305179e-08,0.0,0.36419111490249634,,
qa_18,qa,mid,6,3,1.0,resid,1.313130439939414e-07,0.0,0.3707132339477539,,
qa_18,qa,mid,6,5,0.25,resid,7.489578024433285e-08,0.0,0.0007399320602416992,,
qa_18,qa,mid,6,5,0.5,resid,1.2845035257669224e-08,0.0,0.03853181004524231,,
qa_18,qa,mid,6,5,0.75,resid,2.0904261077703268e-07,0.0,0.3982521891593933,,
qa_18,qa,mid,6,5,1.0,resid,5.406988634604204e-08,0.0,0.41561973094940186,,
qa_18,qa,mid,12,1,0.25,resid,3.400955250754123e-08,0.0,2.726912498474121e-05,,
qa_18,qa,mid,12,1,0.5,resid,2.3453416986285447e-08,0.0,-0.0018842816352844238,,
qa_18,qa,mid,12,1,0.75,resid,4.98538454962727e-08,0.0,0.05919244885444641,,
qa_18,qa,mid,12,1,1.0,resid,1.0928405913546158e-07,0.0,0.07612788677215576,,
qa_18,qa,mid,12,3,0.25,resid,7.552200997906766e-08,0.0,-0.0005225539207458496,,
qa_18,qa,mid,12,3,0.5,resid,4.099342731933575e-08,0.0,0.00991201400756836,,
qa_18,qa,mid,12,3,0.75,resid,4.306144774091081e-08,0.0,0.3234912157058716,,
qa_18,qa,mid,12,3,1.0,resid,2.1603611344289675e-08,0.0,0.33561116456985474,,
qa_18,qa,mid,12,5,0.25,resid,4.259598540556908e-08,0.0,0.0006463527679443359,,
qa_18,qa,mid,12,5,0.5,resid,7.691122050346166e-08,0.0,0.012463420629501343,,
qa_18,qa,mid,12,5,0.75,resid,3.71774291352267e-08,0.0,0.39068877696990967,,
qa_18,qa,mid,12,5,1.0,resid,2.566222434552401e-08,0.0,0.41307002305984497,,
qa_18,qa,mid,16,1,0.25,resid,3.5869312853265e-08,0.0,0.00012692809104919434,,
qa_18,qa,mid,16,1,0.5,resid,4.826787147749201e-08,0.0,-9.834766387939453e-07,,
qa_18,qa,mid,16,1,0.75,resid,5.017582083155503e-08,0.0,0.0548345148563385,,
qa_18,qa,mid,16,1,1.0,resid,1.4024635675013997e-08,0.0,0.06891009211540222,,
qa_18,qa,mid,16,3,0.25,resid,1.4371202894380986e-08,0.0,0.003967702388763428,,
qa_18,qa,mid,16,3,0.5,resid,3.3862690429486975e-08,0.0,0.031650543212890625,,
qa_18,qa,mid,16,3,0.75,resid,4.249904606012933e-08,0.0,0.30211788415908813,,
qa_18,qa,mid,16,3,1.0,resid,5.602160513262788e-09,0.0,0.3183212876319885,,
qa_18,qa,mid,16,5,0.25,resid,2.6557664511983603e-08,0.0,0.002360314130783081,,
qa_18,qa,mid,16,5,0.5,resid,6.432056665062191e-08,0.0,0.03737470507621765,,
qa_18,qa,mid,16,5,0.75,resid,3.182297092507724e-08,0.0,0.3832758665084839,,
qa_18,qa,mid,16,5,1.0,resid,2.4937472531405547e-08,0.0,0.4105299711227417,,
qa_18,qa,final,0,1,0.25,resid,4.6757827476540115e-07,0.0,0.0,,
qa_18,qa,final,0,1,0.5,resid,0.4769282042980194,0.0,0.0,,
qa_18,qa,final,0,1,0.75,resid,19.97715187072754,1.0,0.0,,
qa_18,qa,final,0,1,1.0,resid,20.26310157775879,1.0,0.0,,
qa_18,qa,final,0,3,0.25,resid,4.6757827476540115e-07,0.0,0.0,,
qa_18,qa,final,0,3,0.5,resid,0.4769282042980194,0.0,0.0,,
qa_18,qa,final,0,3,0.75,resid,19.97715187072754,1.0,0.0,,
qa_18,qa,final,0,3,1.0,resid,20.26310157775879,1.0,0.0,,
qa_18,qa,final,0,5,0.25,resid,4.6757827476540115e-07,0.0,0.0,,
qa_18,qa,final,0,5,0.5,resid,0.4769282042980194,0.0,0.0,,
qa_18,qa,final,0,5,0.75,resid,19.97715187072754,1.0,0.0,,
qa_18,qa,final,0,5,1.0,resid,20.26310157775879,1.0,0.0,,
qa_18,qa,final,2,1,0.25,resid,7.857854029680311e-07,0.0,0.0,,
qa_18,qa,final,2,1,0.5,resid,13.413351058959961,1.0,0.0,,
qa_18,qa,final,2,1,0.75,resid,20.09274673461914,1.0,0.0,,
qa_18,qa,final,2,1,1.0,resid,20.387266159057617,1.0,0.0,,
qa_18,qa,final,2,3,0.25,resid,7.857854029680311e-07,0.0,0.0,,
qa_18,qa,final,2,3,0.5,resid,13.413351058959961,1.0,0.0,,
qa_18,qa,final,2,3,0.75,resid,20.09274673461914,1.0,0.0,,
qa_18,qa,final,2,3,1.0,resid,20.387266159057617,1.0,0.0,,
qa_18,qa,final,2,5,0.25,resid,7.857854029680311e-07,0.0,0.0,,
qa_18,qa,final,2,5,0.5,resid,13.413351058959961,1.0,0.0,,
qa_18,qa,final,2,5,0.75,resid,20.09274673461914,1.0,0.0,,
qa_18,qa,final,2,5,1.0,resid,20.387266159057617,1.0,0.0,,
qa_18,qa,final,4,1,0.25,resid,8.507205961905129e-07,0.0,0.0,,
qa_18,qa,final,4,1,0.5,resid,13.03189468383789,1.0,0.0,,
qa_18,qa,final,4,1,0.75,resid,19.839223861694336,1.0,0.0,,
qa_18,qa,final,4,1,1.0,resid,20.66575813293457,1.0,0.0,,
qa_18,qa,final,4,3,0.25,resid,8.507205961905129e-07,0.0,0.0,,
qa_18,qa,final,4,3,0.5,resid,13.03189468383789,1.0,0.0,,
qa_18,qa,final,4,3,0.75,resid,19.839223861694336,1.0,0.0,,
qa_18,qa,final,4,3,1.0,resid,20.66575813293457,1.0,0.0,,
qa_18,qa,final,4,5,0.25,resid,8.507205961905129e-07,0.0,0.0,,
qa_18,qa,final,4,5,0.5,resid,13.03189468383789,1.0,0.0,,
qa_18,qa,final,4,5,0.75,resid,19.839223861694336,1.0,0.0,,
qa_18,qa,final,4,5,1.0,resid,20.66575813293457,1.0,0.0,,
qa_18,qa,final,6,1,0.25,resid,7.477874532924034e-06,0.0,0.0,,
qa_18,qa,final,6,1,0.5,resid,15.649896621704102,1.0,0.0,,
qa_18,qa,final,6,1,0.75,resid,19.48592185974121,1.0,0.0,,
qa_18,qa,final,6,1,1.0,resid,19.87557029724121,1.0,0.0,,
qa_18,qa,final,6,3,0.25,resid,7.477874532924034e-06,0.0,0.0,,
qa_18,qa,final,6,3,0.5,resid,15.649896621704102,1.0,0.0,,
qa_18,qa,final,6,3,0.75,resid,19.48592185974121,1.0,0.0,,
qa_18,qa,final,6,3,1.0,resid,19.87557029724121,1.0,0.0,,
qa_18,qa,final,6,5,0.25,resid,7.477874532924034e-06,0.0,0.0,,
qa_18,qa,final,6,5,0.5,resid,15.649896621704102,1.0,0.0,,
qa_18,qa,final,6,5,0.75,resid,19.48592185974121,1.0,0.0,,
qa_18,qa,final,6,5,1.0,resid,19.87557029724121,1.0,0.0,,
qa_18,qa,final,12,1,0.25,resid,0.9810751676559448,0.0,0.0,,
qa_18,qa,final,12,1,0.5,resid,17.838897705078125,1.0,0.0,,
qa_18,qa,final,12,1,0.75,resid,19.694631576538086,1.0,0.0,,
qa_18,qa,final,12,1,1.0,resid,19.41510772705078,1.0,0.0,,
qa_18,qa,final,12,3,0.25,resid,0.9810751676559448,0.0,0.0,,
qa_18,qa,final,12,3,0.5,resid,17.838897705078125,1.0,0.0,,
qa_18,qa,final,12,3,0.75,resid,19.694631576538086,1.0,0.0,,
qa_18,qa,final,12,3,1.0,resid,19.41510772705078,1.0,0.0,,
qa_18,qa,final,12,5,0.25,resid,0.9810751676559448,0.0,0.0,,
qa_18,qa,final,12,5,0.5,resid,17.838897705078125,1.0,0.0,,
qa_18,qa,final,12,5,0.75,resid,19.694631576538086,1.0,0.0,,
qa_18,qa,final,12,5,1.0,resid,19.41510772705078,1.0,0.0,,
qa_18,qa,final,16,1,0.25,resid,0.21492572128772736,0.0,0.0,,
qa_18,qa,final,16,1,0.5,resid,15.435991287231445,1.0,0.0,,
qa_18,qa,final,16,1,0.75,resid,17.96416664123535,1.0,0.0,,
qa_18,qa,final,16,1,1.0,resid,18.4733829498291,1.0,0.0,,
qa_18,qa,final,16,3,0.25,resid,0.21492572128772736,0.0,0.0,,
qa_18,qa,final,16,3,0.5,resid,15.435991287231445,1.0,0.0,,
qa_18,qa,final,16,3,0.75,resid,17.96416664123535,1.0,0.0,,
qa_18,qa,final,16,3,1.0,resid,18.4733829498291,1.0,0.0,,
qa_18,qa,final,16,5,0.25,resid,0.21492572128772736,0.0,0.0,,
qa_18,qa,final,16,5,0.5,resid,15.435991287231445,1.0,0.0,,
qa_18,qa,final,16,5,0.75,resid,17.96416664123535,1.0,0.0,,
qa_18,qa,final,16,5,1.0,resid,18.4733829498291,1.0,0.0,,
qa_6,qa,mid,0,1,0.25,resid,0.002265256829559803,0.0,0.002407073974609375,,
qa_6,qa,mid,0,1,0.5,resid,0.0005136133404448628,0.0,0.0023450851440429688,,
qa_6,qa,mid,0,1,0.75,resid,0.0019424277124926448,0.0,0.09405392408370972,,
qa_6,qa,mid,0,1,1.0,resid,0.0015073782997205853,0.0,0.10114505887031555,,
qa_6,qa,mid,0,3,0.25,resid,0.0022654698695987463,0.0,0.0006305575370788574,,
qa_6,qa,mid,0,3,0.5,resid,0.002895164303481579,0.0,0.04457738995552063,,
qa_6,qa,mid,0,3,0.75,resid,0.001950846635736525,0.0,0.21013519167900085,,
qa_6,qa,mid,0,3,1.0,resid,0.0019645695574581623,0.0,0.22178515791893005,,
qa_6,qa,mid,0,5,0.25,resid,0.002271437318995595,0.0,-0.00031873583793640137,,
qa_6,qa,mid,0,5,0.5,resid,0.002897207858040929,0.0,0.14031782746315002,,
qa_6,qa,mid,0,5,0.75,resid,0.001947020529769361,0.0,0.3643765151500702,,
qa_6,qa,mid,0,5,1.0,resid,0.0019458687165752053,0.0,0.37613794207572937,,
qa_6,qa,mid,2,1,0.25,resid,0.0014968286268413067,0.0,0.001347571611404419,,
qa_6,qa,mid,2,1,0.5,resid,0.0022685546427965164,0.0,0.004662603139877319,,
qa_6,qa,mid,2,1,0.75,resid,0.0005030100583098829,0.0,0.08846625685691833,,
qa_6,qa,mid,2,1,1.0,resid,0.0005033542984165251,0.0,0.0927080512046814,,
qa_6,qa,mid,2,3,0.25,resid,0.0005065973964519799,0.0,0.0009864270687103271,,
qa_6,qa,mid,2,3,0.5,resid,0.0005133224185556173,0.0,0.0552029013633728,,
qa_6,qa,mid,2,3,0.75,resid,0.0005219042650423944,0.0,0.20539793372154236,,
qa_6,qa,mid,2,3,1.0,resid,0.003952200524508953,0.0,0.223046213388443,,
qa_6,qa,mid,2,5,0.25,resid,0.0019673402421176434,0.0,-0.0003102123737335205,,
qa_6,qa,mid,2,5,0.5,resid,0.0019724403973668814,0.0,0.10990411043167114,,
qa_6,qa,mid,2,5,0.75,resid,0.0022721097338944674,0.0,0.35395827889442444,,
qa_6,qa,mid,2,5,1.0,resid,0.0019342515151947737,0.0,0.3740513026714325,,
qa_6,qa,mid,4,1,0.25,resid,0.0022653876803815365,0.0,0.0016713440418243408,,
qa_6,qa,mid,4,1,0.5,resid,0.0014980991836637259,0.0,0.003565162420272827,,
qa_6,qa,mid,4,1,0.75,resid,0.002266539726406336,0.0,0.0825967788696289,,
qa_6,qa,mid,4,1,1.0,resid,0.0005086944438517094,0.0,0.09343576431274414,,
qa_6,qa,mid,4,3,0.25,resid,0.0014964595902711153,0.0,0.004794687032699585,,
qa_6,qa,mid,4,3,0.5,resid,0.0005522072315216064,0.0,0.03573170304298401,,
qa_6,qa,mid,4,3,0.75,resid,0.0019557371269911528,0.0,0.18745091557502747,,
qa_6,qa,mid,4,3,1.0,resid,0.000507085642311722,0.0,0.21800681948661804,,
qa_6,qa,mid,4,5,0.25,resid,0.0005266941152513027,0.0,0.0007443726062774658,,
qa_6,qa,mid,4,5,0.5,resid,0.0005651990650221705,0.0,0.0785190761089325,,
qa_6,qa,mid,4,5,0.75,resid,0.0005054522189311683,0.0,0.33437827229499817,,
qa_6,qa,mid,4,5,1.0,resid,0.000504962750710547,0.0,0.366841584444046,,
qa_6,qa,mid,6,1,0.25,resid,8.792574590188451e-06,0.0,0.0016852915287017822,,
qa_6,qa,mid,6,1,0.5,resid,0.0014953800709918141,0.0,0.0053672194480896,,
qa_6,qa,mid,6,1,0.75,resid,0.0022905967198312283,0.0,0.08308595418930054,,
qa_6,qa,mid,6,1,1.0,resid,0.0022698319517076015,0.0,0.09477159380912781,,
qa_6,qa,mid,6,3,0.25,resid,0.0005356098408810794,0.0,0.0034862756729125977,,
qa_6,qa,mid,6,3,0.5,resid,1.7978976757149212e-05,0.0,0.0445123016834259,,
qa_6,qa,mid,6,3,0.75,resid,0.0019670259207487106,0.0,0.18789216876029968,,
qa_6,qa,mid,6,3,1.0,resid,0.0022736000828444958,0.0,0.22058501839637756,,
qa_6,qa,mid,6,5,0.25,resid,0.0005592242814600468,0.0,0.002797156572341919,,
qa_6,qa,mid,6,5,0.5,resid,0.0015117592411115766,0.0,0.08041080832481384,,
qa_6,qa,mid,6,5,0.75,resid,0.0022751858923584223,0.0,0.33273783326148987,,
qa_6,qa,mid,6,5,1.0,resid,0.0019339182181283832,0.0,0.36786696314811707,,
qa_6,qa,mid,12,1,0.25,resid,0.000502606388181448,0.0,0.002558887004852295,,
qa_6,qa,mid,12,1,0.5,resid,0.0014910022728145123,0.0,0.005093991756439209,,
qa_6,qa,mid,12,1,0.75,resid,0.0005102675058878958,0.0,0.0706453025341034,,
qa_6,qa,mid,12,1,1.0,resid,0.0014910693280398846,0.0,0.08210644125938416,,
qa_6,qa,mid,12,3,0.25,resid,0.0014908404555171728,0.0,0.004084974527359009,,
qa_6,qa,mid,12,3,0.5,resid,4.314829766371986e-06,0.0,0.062000125646591187,,
qa_6,qa,mid,12,3,0.75,resid,1.2990406503377017e-05,0.0,0.17395851016044617,,
qa_6,qa,mid,12,3,1.0,resid,0.0022779463324695826,0.0,0.20499804615974426,,
qa_6,qa,mid,12,5,0.25,resid,0.001496254582889378,0.0,0.002141803503036499,,
qa_6,qa,mid,12,5,0.5,resid,0.0014958259416744113,0.0,0.11613047122955322,,
qa_6,qa,mid,12,5,0.75,resid,0.0005120803252793849,0.0,0.3140728175640106,,
qa_6,qa,mid,12,5,1.0,resid,0.001490867231041193,0.0,0.35860076546669006,,
qa_6,qa,mid,16,1,0.25,resid,0.0005023249541409314,0.0,0.00284460186958313,,
qa_6,qa,mid,16,1,0.5,resid,0.0005224341293796897,0.0,0.006453007459640503,,
qa_6,qa,mid,16,1,0.75,resid,0.001490968861617148,0.0,0.06949636340141296,,
qa_6,qa,mid,16,1,1.0,resid,0.0014905727002769709,0.0,0.07721307873725891,,
qa_6,qa,mid,16,3,0.25,resid,0.0004996164934709668,0.0,0.0013905763626098633,,
qa_6,qa,mid,16,3,0.5,resid,0.0005218068836256862,0.0,0.06064304709434509,,
qa_6,qa,mid,16,3,0.75,resid,0.0005311401910148561,0.0,0.17268523573875427,,
qa_6,qa,mid,16,3,1.0,resid,0.0005008567241020501,0.0,0.19415882229804993,,
qa_6,qa,mid,16,5,0.25,resid,0.0014904483687132597,0.0,0.00269964337348938,,
qa_6,qa,mid,16,5,0.5,resid,0.0014911525649949908,0.0,0.11759781837463379,,
qa_6,qa,mid,16,5,0.75,resid,0.0005026902654208243,0.0,0.31366196274757385,,
qa_6,qa,mid,16,5,1.0,resid,0.002264787442982197,0.0,0.34755322337150574,,
qa_6,qa,final,0,1,0.25,resid,0.0023394611198455095,0.0,0.0,,
qa_6,qa,final,0,1,0.5,resid,0.00482210936024785,0.0,0.0,,
qa_6,qa,final,0,1,0.75,resid,13.392340660095215,1.0,0.0,,
qa_6,qa,final,0,1,1.0,resid,13.91178035736084,1.0,0.0,,
qa_6,qa,final,0,3,0.25,resid,0.0023394611198455095,0.0,0.0,,
qa_6,qa,final,0,3,0.5,resid,0.00482210936024785,0.0,0.0,,
qa_6,qa,final,0,3,0.75,resid,13.392340660095215,1.0,0.0,,
qa_6,qa,final,0,3,1.0,resid,13.91178035736084,1.0,0.0,,
qa_6,qa,final,0,5,0.25,resid,0.0023394611198455095,0.0,0.0,,
qa_6,qa,final,0,5,0.5,resid,0.00482210936024785,0.0,0.0,,
qa_6,qa,final,0,5,0.75,resid,13.392340660095215,1.0,0.0,,
qa_6,qa,final,0,5,1.0,resid,13.91178035736084,1.0,0.0,,
qa_6,qa,final,2,1,0.25,resid,0.000650079979095608,0.0,0.0,,
qa_6,qa,final,2,1,0.5,resid,0.016505161300301552,0.0,0.0,,
qa_6,qa,final,2,1,0.75,resid,13.573538780212402,1.0,0.0,,
qa_6,qa,final,2,1,1.0,resid,14.436084747314453,1.0,0.0,,
qa_6,qa,final,2,3,0.25,resid,0.000650079979095608,0.0,0.0,,
qa_6,qa,final,2,3,0.5,resid,0.016505161300301552,0.0,0.0,,
qa_6,qa,final,2,3,0.75,resid,13.573538780212402,1.0,0.0,,
qa_6,qa,final,2,3,1.0,resid,14.436084747314453,1.0,0.0,,
qa_6,qa,final,2,5,0.25,resid,0.000650079979095608,0.0,0.0,,
qa_6,qa,final,2,5,0.5,resid,0.016505161300301552,0.0,0.0,,
qa_6,qa,final,2,5,0.75,resid,13.573538780212402,1.0,0.0,,
qa_6,qa,final,2,5,1.0,resid,14.436084747314453,1.0,0.0,,
qa_6,qa,final,4,1,0.25,resid,0.0006409260677173734,0.0,0.0,,
qa_6,qa,final,4,1,0.5,resid,0.018339045345783234,0.0,0.0,,
qa_6,qa,final,4,1,0.75,resid,13.977422714233398,1.0,0.0,,
qa_6,qa,final,4,1,1.0,resid,14.950281143188477,1.0,0.0,,
qa_6,qa,final,4,3,0.25,resid,0.0006409260677173734,0.0,0.0,,
qa_6,qa,final,4,3,0.5,resid,0.018339045345783234,0.0,0.0,,
qa_6,qa,final,4,3,0.75,resid,13.977422714233398,1.0,0.0,,
qa_6,qa,final,4,3,1.0,resid,14.950281143188477,1.0,0.0,,
qa_6,qa,final,4,5,0.25,resid,0.0006409260677173734,0.0,0.0,,
qa_6,qa,final,4,5,0.5,resid,0.018339045345783234,0.0,0.0,,
qa_6,qa,final,4,5,0.75,resid,13.977422714233398,1.0,0.0,,
qa_6,qa,final,4,5,1.0,resid,14.950281143188477,1.0,0.0,,
qa_6,qa,final,6,1,0.25,resid,0.002479098504409194,0.0,0.0,,
qa_6,qa,final,6,1,0.5,resid,0.03026639297604561,0.0,0.0,,
qa_6,qa,final,6,1,0.75,resid,13.078301429748535,1.0,0.0,,
qa_6,qa,final,6,1,1.0,resid,14.80327320098877,1.0,0.0,,
qa_6,qa,final,6,3,0.25,resid,0.002479098504409194,0.0,0.0,,
qa_6,qa,final,6,3,0.5,resid,0.03026639297604561,0.0,0.0,,
qa_6,qa,final,6,3,0.75,resid,13.078301429748535,1.0,0.0,,
qa_6,qa,final,6,3,1.0,resid,14.80327320098877,1.0,0.0,,
qa_6,qa,final,6,5,0.25,resid,0.002479098504409194,0.0,0.0,,
qa_6,qa,final,6,5,0.5,resid,0.03026639297604561,0.0,0.0,,
qa_6,qa,final,6,5,0.75,resid,13.078301429748535,1.0,0.0,,
qa_6,qa,final,6,5,1.0,resid,14.80327320098877,1.0,0.0,,
qa_6,qa,final,12,1,0.25,resid,0.014147202484309673,0.0,0.0,,
qa_6,qa,final,12,1,0.5,resid,0.13877403736114502,1.0,0.0,,
qa_6,qa,final,12,1,0.75,resid,13.254507064819336,1.0,0.0,,
qa_6,qa,final,12,1,1.0,resid,14.777214050292969,1.0,0.0,,
qa_6,qa,final,12,3,0.25,resid,0.014147202484309673,0.0,0.0,,
qa_6,qa,final,12,3,0.5,resid,0.13877403736114502,1.0,0.0,,
qa_6,qa,final,12,3,0.75,resid,13.254507064819336,1.0,0.0,,
qa_6,qa,final,12,3,1.0,resid,14.777214050292969,1.0,0.0,,
qa_6,qa,final,12,5,0.25,resid,0.014147202484309673,0.0,0.0,,
qa_6,qa,final,12,5,0.5,resid,0.13877403736114502,1.0,0.0,,
qa_6,qa,final,12,5,0.75,resid,13.254507064819336,1.0,0.0,,
qa_6,qa,final,12,5,1.0,resid,14.777214050292969,1.0,0.0,,
qa_6,qa,final,16,1,0.25,resid,0.029774539172649384,0.0,0.0,,
qa_6,qa,final,16,1,0.5,resid,0.3256114721298218,1.0,0.0,,
qa_6,qa,final,16,1,0.75,resid,12.101415634155273,1.0,0.0,,
qa_6,qa,final,16,1,1.0,resid,14.047173500061035,1.0,0.0,,
qa_6,qa,final,16,3,0.25,resid,0.029774539172649384,0.0,0.0,,
qa_6,qa,final,16,3,0.5,resid,0.3256114721298218,1.0,0.0,,
qa_6,qa,final,16,3,0.75,resid,12.101415634155273,1.0,0.0,,
qa_6,qa,final,16,3,1.0,resid,14.047173500061035,1.0,0.0,,
qa_6,qa,final,16,5,0.25,resid,0.029774539172649384,0.0,0.0,,
qa_6,qa,final,16,5,0.5,resid,0.3256114721298218,1.0,0.0,,
qa_6,qa,final,16,5,0.75,resid,12.101415634155273,1.0,0.0,,
qa_6,qa,final,16,5,1.0,resid,14.047173500061035,1.0,0.0,,
code_17,code,mid,0,1,0.25,resid,0.0018837249372154474,0.0,0.0002655982971191406,,
code_17,code,mid,0,1,0.5,resid,0.0018767762230709195,0.0,0.012809991836547852,,
code_17,code,mid,0,1,0.75,resid,8.393861935473979e-05,0.0,0.08735743165016174,,
code_17,code,mid,0,1,1.0,resid,0.0016152666648849845,0.0,0.09146112203598022,,
code_17,code,mid,0,3,0.25,resid,0.0015744658885523677,0.0,0.001584857702255249,,
code_17,code,mid,0,3,0.5,resid,0.025484945625066757,0.0,0.08718615770339966,,
code_17,code,mid,0,3,0.75,resid,0.02500389888882637,0.0,0.24558857083320618,,
code_17,code,mid,0,3,1.0,resid,0.024908894672989845,0.0,0.2578764855861664,,
code_17,code,mid,0,5,0.25,resid,0.001573548186570406,0.0,0.0016509294509887695,,
code_17,code,mid,0,5,0.5,resid,0.017757311463356018,0.0,0.23361477255821228,,
code_17,code,mid,0,5,0.75,resid,0.017621129751205444,0.0,0.42523738741874695,,
code_17,code,mid,0,5,1.0,resid,0.008322644978761673,0.0,0.4392710030078888,,
code_17,code,mid,2,1,0.25,resid,6.749173917341977e-05,0.0,0.0012363791465759277,,
code_17,code,mid,2,1,0.5,resid,0.0018693947931751609,0.0,0.007210135459899902,,
code_17,code,mid,2,1,0.75,resid,0.0018785529537126422,0.0,0.08275249600410461,,
code_17,code,mid,2,1,1.0,resid,0.0016571017913520336,0.0,0.0827106237411499,,
code_17,code,mid,2,3,0.25,resid,0.00014635245315730572,0.0,0.0033408701419830322,,
code_17,code,mid,2,3,0.5,resid,0.013831401243805885,0.0,0.06266522407531738,,
code_17,code,mid,2,3,0.75,resid,0.01757575012743473,0.0,0.21876218914985657,,
code_17,code,mid,2,3,1.0,resid,0.024998832494020462,0.0,0.23043319582939148,,
code_17,code,mid,2,5,0.25,resid,0.0017781048081815243,0.0,0.0030741989612579346,,
code_17,code,mid,2,5,0.5,resid,0.02516997791826725,0.0,0.1527252495288849,,
code_17,code,mid,2,5,0.75,resid,0.0176096148788929,0.0,0.4085456430912018,,
code_17,code,mid,2,5,1.0,resid,0.017569612711668015,0.0,0.42159202694892883,,
code_17,code,mid,4,1,0.25,resid,3.167820250382647e-05,0.0,-0.0005066394805908203,,
code_17,code,mid,4,1,0.5,resid,3.404024027986452e-05,0.0,0.005357146263122559,,
code_17,code,mid,4,1,0.75,resid,0.0019105840474367142,0.0,0.08060598373413086,,
code_17,code,mid,4,1,1.0,resid,2.241644324385561e-05,0.0,0.08432769775390625,,
code_17,code,mid,4,3,0.25,resid,0.001936549786478281,0.0,0.0031779706478118896,,
code_17,code,mid,4,3,0.5,resid,0.01380924228578806,0.0,0.04898858070373535,,
code_17,code,mid,4,3,0.75,resid,0.01772286556661129,0.0,0.2130567729473114,,
code_17,code,mid,4,3,1.0,resid,0.025362569838762283,0.0,0.22313383221626282,,
code_17,code,mid,4,5,0.25,resid,4.8721580242272466e-05,0.0,0.004127234220504761,,
code_17,code,mid,4,5,0.5,resid,0.02496533840894699,0.0,0.12060251832008362,,
code_17,code,mid,4,5,0.75,resid,0.02518162690103054,0.0,0.39470043778419495,,
code_17,code,mid,4,5,1.0,resid,0.017727049067616463,0.0,0.4141777455806732,,
code_17,code,mid,6,1,0.25,resid,7.304886821657419e-06,0.0,0.0009271800518035889,,
code_17,code,mid,6,1,0.5,resid,2.55380346061429e-05,0.0,0.005643755197525024,,
code_17,code,mid,6,1,0.75,resid,0.00010331469820812345,0.0,0.07671719789505005,,
