task_id,domain,anchor,layer,window,alpha,component,final_kl,final_flip,delta_nll_suffix,metric,value
math_15,math,mid,16,3,0.75,resid,-1.6736879615564249e-07,0.0,0.06635335087776184,,
math_15,math,mid,16,3,1.0,resid,-4.974128131607358e-08,0.0,0.09400761127471924,,
math_15,math,mid,16,5,0.25,resid,3.2306665787018574e-08,0.0,0.0032618939876556396,,
math_15,math,mid,16,5,0.5,resid,-8.945109186697664e-08,0.0,0.030668169260025024,,
math_15,math,mid,16,5,0.75,resid,-1.604547463784911e-07,0.0,0.1698823869228363,,
math_15,math,mid,16,5,1.0,resid,8.57450288549444e-08,0.0,0.2063443660736084,,
math_15,math,final,0,1,0.25,resid,2.2995106974121882e-07,0.0,0.0,,
math_15,math,final,0,1,0.5,resid,0.01895770989358425,0.0,0.0,,
math_15,math,final,0,1,0.75,resid,14.514747619628906,1.0,0.0,,
math_15,math,final,0,1,1.0,resid,14.204262733459473,1.0,0.0,,
math_15,math,final,0,3,0.25,resid,2.2995106974121882e-07,0.0,0.0,,
math_15,math,final,0,3,0.5,resid,0.01895770989358425,0.0,0.0,,
math_15,math,final,0,3,0.75,resid,14.514747619628906,1.0,0.0,,
math_15,math,final,0,3,1.0,resid,14.204262733459473,1.0,0.0,,
math_15,math,final,0,5,0.25,resid,2.2995106974121882e-07,0.0,0.0,,
math_15,math,final,0,5,0.5,resid,0.01895770989358425,0.0,0.0,,
math_15,math,final,0,5,0.75,resid,14.514747619628906,1.0,0.0,,
math_15,math,final,0,5,1.0,resid,14.204262733459473,1.0,0.0,,
math_15,math,final,2,1,0.25,resid,1.810537355595443e-06,0.0,0.0,,
math_15,math,final,2,1,0.5,resid,0.0063355183228850365,0.0,0.0,,
math_15,math,final,2,1,0.75,resid,11.621334075927734,1.0,0.0,,
math_15,math,final,2,1,1.0,resid,13.724493026733398,1.0,0.0,,
math_15,math,final,2,3,0.25,resid,1.810537355595443e-06,0.0,0.0,,
math_15,math,final,2,3,0.5,resid,0.0063355183228850365,0.0,0.0,,
math_15,math,final,2,3,0.75,resid,11.621334075927734,1.0,0.0,,
math_15,math,final,2,3,1.0,resid,13.724493026733398,1.0,0.0,,
math_15,math,final,2,5,0.25,resid,1.810537355595443e-06,0.0,0.0,,
math_15,math,final,2,5,0.5,resid,0.0063355183228850365,0.0,0.0,,
math_15,math,final,2,5,0.75,resid,11.621334075927734,1.0,0.0,,
math_15,math,final,2,5,1.0,resid,13.724493026733398,1.0,0.0,,
math_15,math,final,4,1,0.25,resid,6.186832706589485e-06,0.0,0.0,,
math_15,math,final,4,1,0.5,resid,0.0025598378852009773,0.0,0.0,,
math_15,math,final,4,1,0.75,resid,12.388214111328125,1.0,0.0,,
math_15,math,final,4,1,1.0,resid,13.628691673278809,1.0,0.0,,
math_15,math,final,4,3,0.25,resid,6.186832706589485e-06,0.0,0.0,,
math_15,math,final,4,3,0.5,resid,0.0025598378852009773,0.0,0.0,,
math_15,math,final,4,3,0.75,resid,12.388214111328125,1.0,0.0,,
math_15,math,final,4,3,1.0,resid,13.628691673278809,1.0,0.0,,
math_15,math,final,4,5,0.25,resid,6.186832706589485e-06,0.0,0.0,,
math_15,math,final,4,5,0.5,resid,0.0025598378852009773,0.0,0.0,,
math_15,math,final,4,5,0.75,resid,12.388214111328125,1.0,0.0,,
math_15,math,final,4,5,1.0,resid,13.628691673278809,1.0,0.0,,
math_15,math,final,6,1,0.25,resid,7.851121154089924e-06,0.0,0.0,,
math_15,math,final,6,1,0.5,resid,0.00013898705947212875,0.0,0.0,,
math_15,math,final,6,1,0.75,resid,11.534211158752441,1.0,0.0,,
math_15,math,final,6,1,1.0,resid,14.485021591186523,1.0,0.0,,
math_15,math,final,6,3,0.25,resid,7.851121154089924e-06,0.0,0.0,,
math_15,math,final,6,3,0.5,resid,0.00013898705947212875,0.0,0.0,,
math_15,math,final,6,3,0.75,resid,11.534211158752441,1.0,0.0,,
math_15,math,final,6,3,1.0,resid,14.485021591186523,1.0,0.0,,
math_15,math,final,6,5,0.25,resid,7.851121154089924e-06,0.0,0.0,,
math_15,math,final,6,5,0.5,resid,0.00013898705947212875,0.0,0.0,,
math_15,math,final,6,5,0.75,resid,11.534211158752441,1.0,0.0,,
math_15,math,final,6,5,1.0,resid,14.485021591186523,1.0,0.0,,
math_15,math,final,12,1,0.25,resid,1.9222727587475674e-06,0.0,0.0,,
math_15,math,final,12,1,0.5,resid,6.475464761024341e-05,0.0,0.0,,
math_15,math,final,12,1,0.75,resid,6.256936073303223,1.0,0.0,,
math_15,math,final,12,1,1.0,resid,18.227693557739258,1.0,0.0,,
math_15,math,final,12,3,0.25,resid,1.9222727587475674e-06,0.0,0.0,,
math_15,math,final,12,3,0.5,resid,6.475464761024341e-05,0.0,0.0,,
math_15,math,final,12,3,0.75,resid,6.256936073303223,1.0,0.0,,
math_15,math,final,12,3,1.0,resid,18.227693557739258,1.0,0.0,,
math_15,math,final,12,5,0.25,resid,1.9222727587475674e-06,0.0,0.0,,
math_15,math,final,12,5,0.5,resid,6.475464761024341e-05,0.0,0.0,,
math_15,math,final,12,5,0.75,resid,6.256936073303223,1.0,0.0,,
math_15,math,final,12,5,1.0,resid,18.227693557739258,1.0,0.0,,
math_15,math,final,16,1,0.25,resid,2.9049078875686973e-06,0.0,0.0,,
math_15,math,final,16,1,0.5,resid,0.00073157565202564,0.0,0.0,,
math_15,math,final,16,1,0.75,resid,12.508092880249023,1.0,0.0,,
math_15,math,final,16,1,1.0,resid,18.0526065826416,1.0,0.0,,
math_15,math,final,16,3,0.25,resid,2.9049078875686973e-06,0.0,0.0,,
math_15,math,final,16,3,0.5,resid,0.00073157565202564,0.0,0.0,,
math_15,math,final,16,3,0.75,resid,12.508092880249023,1.0,0.0,,
math_15,math,final,16,3,1.0,resid,18.0526065826416,1.0,0.0,,
math_15,math,final,16,5,0.25,resid,2.9049078875686973e-06,0.0,0.0,,
math_15,math,final,16,5,0.5,resid,0.00073157565202564,0.0,0.0,,
math_15,math,final,16,5,0.75,resid,12.508092880249023,1.0,0.0,,
math_15,math,final,16,5,1.0,resid,18.0526065826416,1.0,0.0,,
qa_14,qa,mid,0,1,0.25,resid,-2.3043128294375492e-08,0.0,0.019814729690551758,,
qa_14,qa,mid,0,1,0.5,resid,2.383116282089759e-08,0.0,0.09920388460159302,,
qa_14,qa,mid,0,1,0.75,resid,3.090514155701385e-07,0.0,0.8883333802223206,,
qa_14,qa,mid,0,1,1.0,resid,3.0296553177322494e-07,0.0,0.9117112755775452,,
qa_14,qa,mid,0,3,0.25,resid,9.494047844782472e-06,0.0,0.0073732733726501465,,
qa_14,qa,mid,0,3,0.5,resid,1.766604441399977e-06,0.0,0.7422413229942322,,
qa_14,qa,mid,0,3,0.75,resid,4.534733670880087e-05,0.0,2.5232696533203125,,
qa_14,qa,mid,0,3,1.0,resid,2.8464708520914428e-05,0.0,2.5903689861297607,,
qa_14,qa,mid,0,5,0.25,resid,1.1615575203904882e-05,0.0,0.01151224970817566,,
qa_14,qa,mid,0,5,0.5,resid,3.255431238358142e-06,0.0,1.559826135635376,,
qa_14,qa,mid,0,5,0.75,resid,0.00010492072760825977,0.0,4.61462926864624,,
qa_14,qa,mid,0,5,1.0,resid,0.00012606993550434709,0.0,4.647003650665283,,
qa_14,qa,mid,2,1,0.25,resid,6.298083121691889e-08,0.0,0.023426473140716553,,
qa_14,qa,mid,2,1,0.5,resid,1.8598984752316028e-07,0.0,0.11644178628921509,,
qa_14,qa,mid,2,1,0.75,resid,4.390412868815474e-07,0.0,0.8703433871269226,,
qa_14,qa,mid,2,1,1.0,resid,1.7039076283253962e-07,0.0,0.8759179711341858,,
qa_14,qa,mid,2,3,0.25,resid,6.093649972171988e-06,0.0,-0.008731067180633545,,
qa_14,qa,mid,2,3,0.5,resid,1.908880904011312e-06,0.0,0.8475740551948547,,
qa_14,qa,mid,2,3,0.75,resid,6.137640411907341e-06,0.0,2.4913742542266846,,
qa_14,qa,mid,2,3,1.0,resid,4.119891400478082e-06,0.0,2.590902328491211,,
qa_14,qa,mid,2,5,0.25,resid,5.011659595766105e-06,0.0,0.0065641701221466064,,
qa_14,qa,mid,2,5,0.5,resid,1.677846057646093e-06,0.0,1.552241325378418,,
qa_14,qa,mid,2,5,0.75,resid,1.80234474100871e-05,0.0,4.347111701965332,,
qa_14,qa,mid,2,5,1.0,resid,1.4222237041394692e-05,0.0,4.453070163726807,,
qa_14,qa,mid,4,1,0.25,resid,5.945260284079268e-08,0.0,0.02310827374458313,,
qa_14,qa,mid,4,1,0.5,resid,-5.291181892630448e-08,0.0,0.13299816846847534,,
qa_14,qa,mid,4,1,0.75,resid,1.2696096973741078e-07,0.0,0.8304030299186707,,
qa_14,qa,mid,4,1,1.0,resid,3.993233121946105e-07,0.0,0.8747894167900085,,
qa_14,qa,mid,4,3,0.25,resid,2.047946509264875e-06,0.0,0.02025863528251648,,
qa_14,qa,mid,4,3,0.5,resid,2.5626286515034735e-06,0.0,0.7605839371681213,,
qa_14,qa,mid,4,3,0.75,resid,7.792225915181916e-06,0.0,2.449347496032715,,
qa_14,qa,mid,4,3,1.0,resid,4.803662250196794e-06,0.0,2.5489213466644287,,
qa_14,qa,mid,4,5,0.25,resid,2.2158340016176226e-06,0.0,0.02949872612953186,,
qa_14,qa,mid,4,5,0.5,resid,3.3312940104224253e-06,0.0,1.491910696029663,,
qa_14,qa,mid,4,5,0.75,resid,1.5999215975170955e-05,0.0,4.250207424163818,,
qa_14,qa,mid,4,5,1.0,resid,2.104146551573649e-05,0.0,4.28387975692749,,
qa_14,qa,mid,6,1,0.25,resid,7.006545388321683e-08,0.0,0.0287930965423584,,
qa_14,qa,mid,6,1,0.5,resid,2.3634021317775478e-07,0.0,0.1328648030757904,,
qa_14,qa,mid,6,1,0.75,resid,4.571128329189378e-07,0.0,0.8107582926750183,,
qa_14,qa,mid,6,1,1.0,resid,3.950118525608559e-07,0.0,0.8764433264732361,,
qa_14,qa,mid,6,3,0.25,resid,1.0121827926923288e-06,0.0,0.03458943963050842,,
qa_14,qa,mid,6,3,0.5,resid,9.734817467688117e-07,0.0,0.9019231200218201,,
qa_14,qa,mid,6,3,0.75,resid,2.0402667360031046e-06,0.0,2.3858070373535156,,
qa_14,qa,mid,6,3,1.0,resid,1.460249791307433e-06,0.0,2.50858998298645,,
qa_14,qa,mid,6,5,0.25,resid,1.2931941455462947e-06,0.0,0.03697940707206726,,
qa_14,qa,mid,6,5,0.5,resid,1.3513897556549637e-06,0.0,1.3596324920654297,,
qa_14,qa,mid,6,5,0.75,resid,2.7137448341818526e-06,0.0,4.151134967803955,,
qa_14,qa,mid,6,5,1.0,resid,4.8808947212819476e-06,0.0,4.234943866729736,,
qa_14,qa,mid,12,1,0.25,resid,-1.2284175454624346e-08,0.0,0.014897078275680542,,
qa_14,qa,mid,12,1,0.5,resid,2.0464455019464367e-08,0.0,0.15904268622398376,,
qa_14,qa,mid,12,1,0.75,resid,4.505919548591919e-08,0.0,0.8344241976737976,,
qa_14,qa,mid,12,1,1.0,resid,2.7056636042743776e-08,0.0,0.9051403403282166,,
qa_14,qa,mid,12,3,0.25,resid,1.1510919648571871e-06,0.0,0.053749680519104004,,
qa_14,qa,mid,12,3,0.5,resid,1.1815041034424212e-06,0.0,1.1064648628234863,,
qa_14,qa,mid,12,3,0.75,resid,1.1276363238721387e-06,0.0,2.2581279277801514,,
qa_14,qa,mid,12,3,1.0,resid,1.003021111500857e-06,0.0,2.3582451343536377,,
qa_14,qa,mid,12,5,0.25,resid,8.751527502681711e-07,0.0,0.05421510338783264,,
qa_14,qa,mid,12,5,0.5,resid,1.185350697596732e-06,0.0,1.612823486328125,,
qa_14,qa,mid,12,5,0.75,resid,7.57565885578515e-07,0.0,3.928793430328369,,
qa_14,qa,mid,12,5,1.0,resid,9.095431323657976e-07,0.0,4.021888256072998,,
qa_14,qa,mid,16,1,0.25,resid,1.4986497376412444e-08,0.0,0.02223387360572815,,
qa_14,qa,mid,16,1,0.5,resid,2.5433459782675527e-08,0.0,0.2665116786956787,,
qa_14,qa,mid,16,1,0.75,resid,-1.916055758499624e-08,0.0,0.8521611094474792,,
qa_14,qa,mid,16,1,1.0,resid,1.6005692771159374e-08,0.0,0.8808409571647644,,
qa_14,qa,mid,16,3,0.25,resid,4.027963029784587e-08,0.0,0.13622847199440002,,
qa_14,qa,mid,16,3,0.5,resid,4.3983516206935747e-07,0.0,1.0293595790863037,,
qa_14,qa,mid,16,3,0.75,resid,4.4738794713339303e-07,0.0,2.089860200881958,,
qa_14,qa,mid,16,3,1.0,resid,6.752800345566357e-07,0.0,2.0859155654907227,,
qa_14,qa,mid,16,5,0.25,resid,9.676118395418598e-08,0.0,0.14884892106056213,,
qa_14,qa,mid,16,5,0.5,resid,3.287857452960452e-07,0.0,1.3146467208862305,,
qa_14,qa,mid,16,5,0.75,resid,5.67567667530966e-07,0.0,3.650092124938965,,
qa_14,qa,mid,16,5,1.0,resid,4.1795686911427765e-07,0.0,3.7576699256896973,,
qa_14,qa,final,0,1,0.25,resid,7.395710781565867e-07,0.0,0.0,,
qa_14,qa,final,0,1,0.5,resid,12.226265907287598,1.0,0.0,,
qa_14,qa,final,0,1,0.75,resid,17.575021743774414,1.0,0.0,,
qa_14,qa,final,0,1,1.0,resid,18.736133575439453,1.0,0.0,,
qa_14,qa,final,0,3,0.25,resid,7.395710781565867e-07,0.0,0.0,,
qa_14,qa,final,0,3,0.5,resid,12.226265907287598,1.0,0.0,,
qa_14,qa,final,0,3,0.75,resid,17.575021743774414,1.0,0.0,,
qa_14,qa,final,0,3,1.0,resid,18.736133575439453,1.0,0.0,,
qa_14,qa,final,0,5,0.25,resid,7.395710781565867e-07,0.0,0.0,,
qa_14,qa,final,0,5,0.5,resid,12.226265907287598,1.0,0.0,,
qa_14,qa,final,0,5,0.75,resid,17.575021743774414,1.0,0.0,,
qa_14,qa,final,0,5,1.0,resid,18.736133575439453,1.0,0.0,,
qa_14,qa,final,2,1,0.25,resid,4.351709139882587e-05,0.0,0.0,,
qa_14,qa,final,2,1,0.5,resid,15.962002754211426,1.0,0.0,,
qa_14,qa,final,2,1,0.75,resid,19.498371124267578,1.0,0.0,,
qa_14,qa,final,2,1,1.0,resid,20.400102615356445,1.0,0.0,,
qa_14,qa,final,2,3,0.25,resid,4.351709139882587e-05,0.0,0.0,,
qa_14,qa,final,2,3,0.5,resid,15.962002754211426,1.0,0.0,,
qa_14,qa,final,2,3,0.75,resid,19.498371124267578,1.0,0.0,,
qa_14,qa,final,2,3,1.0,resid,20.400102615356445,1.0,0.0,,
qa_14,qa,final,2,5,0.25,resid,4.351709139882587e-05,0.0,0.0,,
qa_14,qa,final,2,5,0.5,resid,15.962002754211426,1.0,0.0,,
qa_14,qa,final,2,5,0.75,resid,19.498371124267578,1.0,0.0,,
qa_14,qa,final,2,5,1.0,resid,20.400102615356445,1.0,0.0,,
qa_14,qa,final,4,1,0.25,resid,0.0007208139868453145,0.0,0.0,,
qa_14,qa,final,4,1,0.5,resid,16.570964813232422,1.0,0.0,,
qa_14,qa,final,4,1,0.75,resid,19.4991397857666,1.0,0.0,,
qa_14,qa,final,4,1,1.0,resid,20.53806495666504,1.0,0.0,,
qa_14,qa,final,4,3,0.25,resid,0.0007208139868453145,0.0,0.0,,
qa_14,qa,final,4,3,0.5,resid,16.570964813232422,1.0,0.0,,
qa_14,qa,final,4,3,0.75,resid,19.4991397857666,1.0,0.0,,
qa_14,qa,final,4,3,1.0,resid,20.53806495666504,1.0,0.0,,
qa_14,qa,final,4,5,0.25,resid,0.0007208139868453145,0.0,0.0,,
qa_14,qa,final,4,5,0.5,resid,16.570964813232422,1.0,0.0,,
qa_14,qa,final,4,5,0.75,resid,19.4991397857666,1.0,0.0,,
qa_14,qa,final,4,5,1.0,resid,20.53806495666504,1.0,0.0,,
qa_14,qa,final,6,1,0.25,resid,0.10740623623132706,0.0,0.0,,
qa_14,qa,final,6,1,0.5,resid,17.43854522705078,1.0,0.0,,
qa_14,qa,final,6,1,0.75,resid,19.115217208862305,1.0,0.0,,
qa_14,qa,final,6,1,1.0,resid,20.492645263671875,1.0,0.0,,
qa_14,qa,final,6,3,0.25,resid,0.10740623623132706,0.0,0.0,,
qa_14,qa,final,6,3,0.5,resid,17.43854522705078,1.0,0.0,,
qa_14,qa,final,6,3,0.75,resid,19.115217208862305,1.0,0.0,,
qa_14,qa,final,6,3,1.0,resid,20.492645263671875,1.0,0.0,,
qa_14,qa,final,6,5,0.25,resid,0.10740623623132706,0.0,0.0,,
qa_14,qa,final,6,5,0.5,resid,17.43854522705078,1.0,0.0,,
qa_14,qa,final,6,5,0.75,resid,19.115217208862305,1.0,0.0,,
qa_14,qa,final,6,5,1.0,resid,20.492645263671875,1.0,0.0,,
qa_14,qa,final,12,1,0.25,resid,0.5943253636360168,0.0,0.0,,
qa_14,qa,final,12,1,0.5,resid,21.104557037353516,1.0,0.0,,
qa_14,qa,final,12,1,0.75,resid,22.695255279541016,1.0,0.0,,
qa_14,qa,final,12,1,1.0,resid,23.621519088745117,1.0,0.0,,
qa_14,qa,final,12,3,0.25,resid,0.5943253636360168,0.0,0.0,,
qa_14,qa,final,12,3,0.5,resid,21.104557037353516,1.0,0.0,,
qa_14,qa,final,12,3,0.75,resid,22.695255279541016,1.0,0.0,,
qa_14,qa,final,12,3,1.0,resid,23.621519088745117,1.0,0.0,,
qa_14,qa,final,12,5,0.25,resid,0.5943253636360168,0.0,0.0,,
qa_14,qa,final,12,5,0.5,resid,21.104557037353516,1.0,0.0,,
qa_14,qa,final,12,5,0.75,resid,22.695255279541016,1.0,0.0,,
qa_14,qa,final,12,5,1.0,resid,23.621519088745117,1.0,0.0,,
qa_14,qa,final,16,1,0.25,resid,1.4292070865631104,0.0,0.0,,
qa_14,qa,final,16,1,0.5,resid,21.56590461730957,1.0,0.0,,
qa_14,qa,final,16,1,0.75,resid,24.66837501525879,1.0,0.0,,
qa_14,qa,final,16,1,1.0,resid,25.876657485961914,1.0,0.0,,
qa_14,qa,final,16,3,0.25,resid,1.4292070865631104,0.0,0.0,,
qa_14,qa,final,16,3,0.5,resid,21.56590461730957,1.0,0.0,,
qa_14,qa,final,16,3,0.75,resid,24.66837501525879,1.0,0.0,,
qa_14,qa,final,16,3,1.0,resid,25.876657485961914,1.0,0.0,,
qa_14,qa,final,16,5,0.25,resid,1.4292070865631104,0.0,0.0,,
qa_14,qa,final,16,5,0.5,resid,21.56590461730957,1.0,0.0,,
qa_14,qa,final,16,5,0.75,resid,24.66837501525879,1.0,0.0,,
qa_14,qa,final,16,5,1.0,resid,25.876657485961914,1.0,0.0,,
code_13,code,mid,0,1,0.25,resid,0.0008167962660081685,0.0,0.00029724836349487305,,
code_13,code,mid,0,1,0.5,resid,0.00046009605284780264,0.0,0.06687900424003601,,
code_13,code,mid,0,1,0.75,resid,0.00015380264085251838,0.0,0.07395428419113159,,
code_13,code,mid,0,1,1.0,resid,0.00046919906162656844,0.0,0.08030259609222412,,
code_13,code,mid,0,3,0.25,resid,8.935461664805189e-06,0.0,0.001132279634475708,,
code_13,code,mid,0,3,0.5,resid,0.0003179988998454064,0.0,0.08362272381782532,,
code_13,code,mid,0,3,0.75,resid,0.0007438332540914416,0.0,0.26931989192962646,,
code_13,code,mid,0,3,1.0,resid,0.001414690283127129,0.0,0.2786886692047119,,
code_13,code,mid,0,5,0.25,resid,0.003678163280710578,0.0,-0.0010112524032592773,,
code_13,code,mid,0,5,0.5,resid,0.00039993072277866304,0.0,0.11945545673370361,,
code_13,code,mid,0,5,0.75,resid,0.0004795750428456813,0.0,0.36676156520843506,,
code_13,code,mid,0,5,1.0,resid,0.00015150518447626382,0.0,0.3842727541923523,,
code_13,code,mid,2,1,0.25,resid,0.0008653143886476755,0.0,0.0030221641063690186,,
code_13,code,mid,2,1,0.5,resid,6.2768034695182e-05,0.0,0.05357900261878967,,
code_13,code,mid,2,1,0.75,resid,0.0010780181037262082,0.0,0.07110995054244995,,
code_13,code,mid,2,1,1.0,resid,0.00015179053298197687,0.0,0.07543125748634338,,
code_13,code,mid,2,3,0.25,resid,0.000897099613212049,0.0,0.002156555652618408,,
code_13,code,mid,2,3,0.5,resid,0.0009719238732941449,0.0,0.07083573937416077,,
code_13,code,mid,2,3,0.75,resid,0.0012438057456165552,0.0,0.23567909002304077,,
code_13,code,mid,2,3,1.0,resid,0.0009200654458254576,0.0,0.25549620389938354,,
code_13,code,mid,2,5,0.25,resid,0.0005431590252555907,0.0,0.0010481178760528564,,
code_13,code,mid,2,5,0.5,resid,0.0009672650485299528,0.0,0.09313023090362549,,
code_13,code,mid,2,5,0.75,resid,0.0014327091630548239,0.0,0.3262500762939453,,
code_13,code,mid,2,5,1.0,resid,0.0007359857554547489,0.0,0.34923821687698364,,
code_13,code,mid,4,1,0.25,resid,0.0010337852872908115,0.0,1.6689300537109375e-06,,
code_13,code,mid,4,1,0.5,resid,0.0009693242609500885,0.0,0.051844120025634766,,
code_13,code,mid,4,1,0.75,resid,0.000917024677619338,0.0,0.067629873752594,,
code_13,code,mid,4,1,1.0,resid,0.00015508488286286592,0.0,0.07126525044441223,,
code_13,code,mid,4,3,0.25,resid,0.0009115812135860324,0.0,0.002518951892852783,,
code_13,code,mid,4,3,0.5,resid,0.001480765058659017,0.0,0.06648439168930054,,
