anchor,layer,window,alpha,component,final_kl_mean,final_kl_lo,final_kl_hi,flip_rate,dnll_mean,dnll_lo,dnll_hi,n
mid,12,1,1.0,resid,0.00028797748619232937,-6.02093704671347e-08,0.0016495655436301604,0.0,0.0855818140010039,-0.00016098320484161368,0.24564122110605222,60
mid,12,3,0.25,resid,0.0005549949648720802,-1.0274691142342363e-07,0.002009101377916522,0.0,0.0034613822897275287,-0.0013671442866325378,0.012982361018657683,60
mid,12,3,0.5,resid,0.0005475167386848426,-1.9090036786906237e-07,0.0017350032372632988,0.0,0.06200596566001574,-0.00013670995831489553,0.13441147617995738,60
mid,12,3,0.75,resid,0.000861590702587695,-9.993741052483073e-08,0.002221420378191396,0.0,0.23352149054408072,0.0014119632542133333,0.812648391723632,60
mid,12,3,1.0,resid,0.0006186860331071224,-9.526235942303173e-08,0.0021687436092179264,0.0,0.26017507910728455,0.0011683367192745213,0.8774419769644728,60
mid,12,5,0.25,resid,0.000491056766574304,-9.472044162350811e-08,0.0020107802876736967,0.0,0.0038792106012503305,-0.0027343131601810454,0.017735378444194788,60
mid,12,5,0.5,resid,0.000693006083933843,-1.7016343392128872e-07,0.004353281127987423,0.0,0.09909776349862416,0.0017100803554058078,0.2408413294702767,60
mid,12,5,0.75,resid,0.0007772130982909446,-9.723383040949329e-08,0.004208335897419598,0.0,0.39084688971439996,0.0014748789370059973,1.1659367084503163,60
mid,12,5,1.0,resid,0.000794441499139468,-7.780509925225942e-08,0.004425596672808748,0.0,0.43339981039365133,0.003952915221452713,1.2794036895036687,60
mid,16,1,0.25,resid,0.0003050547020747788,-1.0087192805485757e-07,0.0018222536542452869,0.0,0.0009364513059457143,-0.0026513613760471345,0.004919978976249692,60
mid,16,1,0.5,resid,0.0002653707859022044,-9.9054268254406e-08,0.0019167306279996405,0.0,0.00998163471619288,-0.003001168370246887,0.029050494730472554,60
mid,16,1,0.75,resid,0.0002640533679902357,-1.0604017468551774e-07,0.0017924322048202153,0.0,0.06753899976611137,-0.00035455450415611256,0.1800488837063311,60
mid,16,1,1.0,resid,0.00030138691705076844,-8.284375674350031e-08,0.0020319919305620705,0.0,0.0794901467859745,0.0008864507079124455,0.2190849371254443,60
mid,16,3,0.25,resid,0.0004602089515562587,-1.1952189336028595e-07,0.002098703410592861,0.0,0.003515677899122238,-0.0026457063853740693,0.0069792635738849616,60
mid,16,3,0.5,resid,0.0004303947985894018,-8.272613278847983e-08,0.002188125409884378,0.0,0.051961299031972885,0.00020610690116882333,0.08676311075687408,60
mid,16,3,0.75,resid,0.0003567196784747632,-1.4977234101820614e-07,0.0016370452445698901,0.0,0.21436975051959356,0.0006255522370338441,0.7544886961579316,60
mid,16,3,1.0,resid,0.00029257843631409487,-7.649533202425117e-08,0.002050194202456623,0.0,0.24186269094546636,0.0009088426828384401,0.8478672519326202,60
mid,16,5,0.25,resid,0.0005169871224838658,-6.824548126616037e-08,0.0031647207040805367,0.0,0.004048971831798554,-0.0038260739296674725,0.00945604145526886,60
mid,16,5,0.5,resid,0.00036648630575699255,-9.662426272427638e-08,0.0018173010874306778,0.0,0.07822790046532949,0.00113266259431839,0.17199412509798997,60
mid,16,5,0.75,resid,0.0004338119447668746,-1.1387402985008065e-07,0.0019961368467193096,0.0,0.35979625781377156,0.00221511572599411,1.0764110565185536,60
mid,16,5,1.0,resid,0.00038701197551275585,-7.72554229477862e-08,0.002272542467107996,0.0,0.40743753015995027,0.0024024009704589847,1.2535150557756414,60
