task_id,domain,layer,div_mon,div_pla
math_15,math,6,0.009855270385742188,0.007055938243865967
math_15,math,7,0.01128166913986206,0.00787651538848877
math_15,math,8,0.01107633113861084,0.00764542818069458
math_15,math,9,0.012571990489959717,0.008238732814788818
math_15,math,10,0.013361573219299316,0.00858074426651001
math_15,math,11,0.013807713985443115,0.008299767971038818
math_15,math,12,0.013104081153869629,0.007952451705932617
math_15,math,13,0.01654660701751709,0.008670270442962646
math_15,math,14,0.01816195249557495,0.009166717529296875
math_15,math,15,0.020291686058044434,0.009583532810211182
math_15,math,16,0.02100008726119995,0.009775876998901367
math_15,math,17,0.021919310092926025,0.010898113250732422
math_15,math,18,0.02331387996673584,0.010563969612121582
math_15,math,19,0.025413095951080322,0.010748744010925293
math_15,math,20,0.0262567400932312,0.011529505252838135
math_15,math,21,0.01894354820251465,0.008846282958984375
math_15,math,22,0.019446134567260742,0.00909113883972168
math_15,math,23,0.016913414001464844,0.00796496868133545
math_15,math,24,0.013050377368927002,0.006132960319519043
math_15,math,25,0.0124092698097229,0.005748629570007324
math_15,math,26,0.010435521602630615,0.005137145519256592
math_15,math,27,0.012172460556030273,0.008566498756408691
code_7,code,0,0.004631638526916504,0.008760035037994385
code_7,code,1,0.0035887956619262695,0.007176876068115234
code_7,code,2,0.0031464695930480957,0.005665779113769531
code_7,code,3,0.004486978054046631,0.007905960083007812
code_7,code,4,0.006365597248077393,0.010185420513153076
code_7,code,5,0.005282163619995117,0.008728265762329102
code_7,code,6,0.004095256328582764,0.007342875003814697
code_7,code,7,0.0047002434730529785,0.008379101753234863
code_7,code,8,0.004801809787750244,0.008555591106414795
code_7,code,9,0.0053827762603759766,0.009300529956817627
code_7,code,10,0.005548596382141113,0.009633541107177734
code_7,code,11,0.006070435047149658,0.010300159454345703
code_7,code,12,0.005792975425720215,0.00973743200302124
code_7,code,13,0.007146000862121582,0.01097637414932251
code_7,code,14,0.007597029209136963,0.01149892807006836
code_7,code,15,0.00835484266281128,0.011854887008666992
code_7,code,16,0.008211135864257812,0.011884927749633789
code_7,code,17,0.008558571338653564,0.013619184494018555
code_7,code,18,0.008969306945800781,0.014735162258148193
code_7,code,19,0.01066124439239502,0.017306745052337646
code_7,code,20,0.011465013027191162,0.01899564266204834
code_7,code,21,0.008438587188720703,0.015104234218597412
code_7,code,22,0.009307563304901123,0.016092121601104736
code_7,code,23,0.007726430892944336,0.013002574443817139
code_7,code,24,0.006171524524688721,0.010622978210449219
code_7,code,25,0.005472362041473389,0.00951242446899414
code_7,code,26,0.004059493541717529,0.007103562355041504
code_7,code,27,0.00951683521270752,0.018193602561950684
math_57,math,0,0.015447497367858887,0.029509246349334717
math_57,math,1,0.012617051601409912,0.02535247802734375
math_57,math,2,0.00984734296798706,0.019580483436584473
math_57,math,3,0.016405880451202393,0.027781426906585693
math_57,math,4,0.020164549350738525,0.03102964162826538
math_57,math,5,0.019312560558319092,0.027579843997955322
math_57,math,6,0.016266047954559326,0.02373439073562622
math_57,math,7,0.017223358154296875,0.024567723274230957
math_57,math,8,0.01643669605255127,0.023788094520568848
math_57,math,9,0.01984637975692749,0.026118874549865723
math_57,math,10,0.019464850425720215,0.023903846740722656
math_57,math,11,0.02052760124206543,0.02454674243927002
math_57,math,12,0.019602656364440918,0.02422487735748291
math_57,math,13,0.02306443452835083,0.025989174842834473
math_57,math,14,0.02274620532989502,0.026050209999084473
math_57,math,15,0.024944961071014404,0.030225157737731934
math_57,math,16,0.02471548318862915,0.029829204082489014
math_57,math,17,0.03504836559295654,0.041894376277923584
math_57,math,18,0.034961163997650146,0.04364728927612305
math_57,math,19,0.03750503063201904,0.046349167823791504
math_57,math,20,0.035355567932128906,0.042760252952575684
math_57,math,21,0.03295940160751343,0.038591861724853516
math_57,math,22,0.031651079654693604,0.03720337152481079
math_57,math,23,0.02546900510787964,0.030808210372924805
math_57,math,24,0.020540058612823486,0.024877548217773438
math_57,math,25,0.022698700428009033,0.027582526206970215
math_57,math,26,0.01609945297241211,0.02006453275680542
math_57,math,27,0.034995079040527344,0.03820151090621948
qa_6,qa,0,0.010452330112457275,0.010350584983825684
qa_6,qa,1,0.00936269760131836,0.009568393230438232
qa_6,qa,2,0.00846034288406372,0.008778631687164307
qa_6,qa,3,0.012121438980102539,0.0128631591796875
qa_6,qa,4,0.014409303665161133,0.015935838222503662
qa_6,qa,5,0.013383567333221436,0.014557361602783203
qa_6,qa,6,0.011334836483001709,0.012121975421905518
qa_6,qa,7,0.011897921562194824,0.012547314167022705
qa_6,qa,8,0.011248767375946045,0.011883258819580078
qa_6,qa,9,0.013086020946502686,0.013959884643554688
qa_6,qa,10,0.012901902198791504,0.013974547386169434
qa_6,qa,11,0.014069139957427979,0.01536780595779419
qa_6,qa,12,0.013173878192901611,0.01432269811630249
qa_6,qa,13,0.014207184314727783,0.015809714794158936
qa_6,qa,14,0.013935446739196777,0.015516281127929688
qa_6,qa,15,0.015313923358917236,0.017069637775421143
qa_6,qa,16,0.015074372291564941,0.016925156116485596
qa_6,qa,17,0.019677460193634033,0.02239924669265747
qa_6,qa,18,0.018621385097503662,0.0211370587348938
qa_6,qa,19,0.01919853687286377,0.021867215633392334
qa_6,qa,20,0.01979893445968628,0.022513926029205322
qa_6,qa,21,0.020572304725646973,0.023918092250823975
qa_6,qa,22,0.020218491554260254,0.02314227819442749
qa_6,qa,23,0.01708519458770752,0.019607603549957275
qa_6,qa,24,0.0155562162399292,0.018255770206451416
qa_6,qa,25,0.014374256134033203,0.01671236753463745
qa_6,qa,26,0.009764671325683594,0.011201798915863037
qa_6,qa,27,0.01866281032562256,0.02176797389984131
math_76,math,0,0.0160941481590271,0.01748102903366089
math_76,math,1,0.013479888439178467,0.014353275299072266
math_76,math,2,0.01084834337234497,0.011809170246124268
math_76,math,3,0.015327811241149902,0.01638936996459961
math_76,math,4,0.018225669860839844,0.019274413585662842
math_76,math,5,0.016301453113555908,0.016930818557739258
math_76,math,6,0.01360231637954712,0.014225482940673828
math_76,math,7,0.014694392681121826,0.015625715255737305
math_76,math,8,0.013763666152954102,0.014771699905395508
math_76,math,9,0.01469576358795166,0.01588129997253418
math_76,math,10,0.014159142971038818,0.014779746532440186
math_76,math,11,0.014248192310333252,0.014657855033874512
math_76,math,12,0.013545751571655273,0.013990819454193115
math_76,math,13,0.014644086360931396,0.014964640140533447
math_76,math,14,0.014940142631530762,0.01553189754486084
math_76,math,15,0.01459425687789917,0.015160441398620605
math_76,math,16,0.014423370361328125,0.014970242977142334
math_76,math,17,0.017279744148254395,0.017743170261383057
math_76,math,18,0.018491625785827637,0.018633246421813965
math_76,math,19,0.020403385162353516,0.0207749605178833
math_76,math,20,0.01975429058074951,0.019878506660461426
math_76,math,21,0.016027987003326416,0.015941262245178223
math_76,math,22,0.016551077365875244,0.016526639461517334
math_76,math,23,0.014307737350463867,0.014394879341125488
math_76,math,24,0.0115584135055542,0.011408984661102295
math_76,math,25,0.01064366102218628,0.010446608066558838
math_76,math,26,0.008630037307739258,0.008510947227478027
math_76,math,27,0.015450835227966309,0.013813138008117676
code_36,code,0,0.002185821533203125,0.023741483688354492
code_36,code,1,0.0017139315605163574,0.018401741981506348
code_36,code,2,0.001330733299255371,0.013930916786193848
code_36,code,3,0.0018463134765625,0.01813220977783203
code_36,code,4,0.0022943615913391113,0.023401319980621338
code_36,code,5,0.002005934715270996,0.01977437734603882
code_36,code,6,0.0016211271286010742,0.01691335439682007
code_36,code,7,0.0016666650772094727,0.019388914108276367
code_36,code,8,0.0015774369239807129,0.019024193286895752
code_36,code,9,0.0017726421356201172,0.022667765617370605
code_36,code,10,0.0017104148864746094,0.023321807384490967
code_36,code,11,0.0018672943115234375,0.025784194469451904
code_36,code,12,0.0017151832580566406,0.025703907012939453
code_36,code,13,0.001803576946258545,0.03109586238861084
code_36,code,14,0.0019278526306152344,0.03360283374786377
code_36,code,15,0.001970529556274414,0.03724992275238037
code_36,code,16,0.0018301010131835938,0.036918461322784424
code_36,code,17,0.0019765496253967285,0.04003036022186279
code_36,code,18,0.0018891096115112305,0.04010993242263794
code_36,code,19,0.0021837949752807617,0.04990309476852417
code_36,code,20,0.0021803975105285645,0.05002272129058838
code_36,code,21,0.0014778375625610352,0.03419339656829834
code_36,code,22,0.0015091300010681152,0.03632169961929321
code_36,code,23,0.001350998878479004,0.03273308277130127
code_36,code,24,0.0010032057762145996,0.023772001266479492
code_36,code,25,0.0010158419609069824,0.023067176342010498
code_36,code,26,0.0008826851844787598,0.017340660095214844
code_36,code,27,0.0020130276679992676,0.03230464458465576
qa_47,qa,0,0.003044307231903076,0.011748075485229492
qa_47,qa,1,0.0024056434631347656,0.008829832077026367
qa_47,qa,2,0.002461254596710205,0.008109569549560547
qa_47,qa,3,0.0038343071937561035,0.012340247631072998
qa_47,qa,4,0.005681812763214111,0.015224337577819824
qa_47,qa,5,0.005551755428314209,0.0155373215675354
qa_47,qa,6,0.004920482635498047,0.014349818229675293
qa_47,qa,7,0.005096077919006348,0.014854788780212402
qa_47,qa,8,0.004959285259246826,0.014519810676574707
qa_47,qa,9,0.005443871021270752,0.015139520168304443
qa_47,qa,10,0.005238890647888184,0.014370858669281006
qa_47,qa,11,0.005108356475830078,0.015504002571105957
qa_47,qa,12,0.004067480564117432,0.013527512550354004
qa_47,qa,13,0.004428684711456299,0.014347732067108154
qa_47,qa,14,0.004735410213470459,0.015598893165588379
qa_47,qa,15,0.005362570285797119,0.01732492446899414
qa_47,qa,16,0.004867911338806152,0.01669079065322876
qa_47,qa,17,0.004930019378662109,0.01633697748184204
qa_47,qa,18,0.005026638507843018,0.016346335411071777
qa_47,qa,19,0.006384134292602539,0.020931661128997803
qa_47,qa,20,0.005731940269470215,0.019730985164642334
qa_47,qa,21,0.003601670265197754,0.013631880283355713
qa_47,qa,22,0.003493964672088623,0.01282435655593872
qa_47,qa,23,0.002834916114807129,0.010509848594665527
qa_47,qa,24,0.002240121364593506,0.008385419845581055
qa_47,qa,25,0.0021598339080810547,0.0071939826011657715
qa_47,qa,26,0.001868605613708496,0.0055609941482543945
qa_47,qa,27,0.0038454532623291016,0.01183021068572998
qa_17,qa,0,0.01255500316619873,0.020508944988250732
qa_17,qa,1,0.007900655269622803,0.015438973903656006
qa_17,qa,2,0.004503309726715088,0.008877277374267578
qa_17,qa,3,0.006484031677246094,0.01223224401473999
qa_17,qa,4,0.008388996124267578,0.014212965965270996
qa_17,qa,5,0.007700741291046143,0.012995541095733643
qa_17,qa,6,0.007167696952819824,0.011534273624420166
qa_17,qa,7,0.007581114768981934,0.012424767017364502
qa_17,qa,8,0.007579386234283447,0.01240605115890503
qa_17,qa,9,0.008446574211120605,0.014205574989318848
qa_17,qa,10,0.008766233921051025,0.01371455192565918
qa_17,qa,11,0.00887000560760498,0.014081716537475586
qa_17,qa,12,0.007967531681060791,0.012908756732940674
qa_17,qa,13,0.009342610836029053,0.01361149549484253
qa_17,qa,14,0.010086119174957275,0.014391601085662842
qa_17,qa,15,0.010200679302215576,0.014811813831329346
qa_17,qa,16,0.00942450761795044,0.013921618461608887
qa_17,qa,17,0.012090563774108887,0.014911174774169922
qa_17,qa,18,0.0120314359664917,0.014624536037445068
qa_17,qa,19,0.01358860731124878,0.01746082305908203
qa_17,qa,20,0.013882100582122803,0.0184248685836792
qa_17,qa,21,0.010072827339172363,0.013147354125976562
qa_17,qa,22,0.010432004928588867,0.013107359409332275
qa_17,qa,23,0.008511781692504883,0.0110512375831604
qa_17,qa,24,0.006581246852874756,0.008904576301574707
qa_17,qa,25,0.0065073370933532715,0.008088231086730957
qa_17,qa,26,0.005631685256958008,0.0067405104637146
qa_17,qa,27,0.012106478214263916,0.01772969961166382
math_68,math,0,0.0011358261108398438,0.0012663006782531738
math_68,math,1,0.00092315673828125,0.0009462237358093262
math_68,math,2,0.0007367134094238281,0.0007628202438354492
math_68,math,3,0.0009993314743041992,0.0011113882064819336
math_68,math,4,0.0011717677116394043,0.0012603998184204102
math_68,math,5,0.0010415315628051758,0.001196444034576416
math_68,math,6,0.0007619857788085938,0.0009183883666992188
math_68,math,7,0.0007352232933044434,0.0010874271392822266
math_68,math,8,0.0007097721099853516,0.0010422468185424805
math_68,math,9,0.0007709860801696777,0.0011659860610961914
math_68,math,10,0.0007520318031311035,0.0011484622955322266
math_68,math,11,0.0008299350738525391,0.0011973381042480469
math_68,math,12,0.0007544755935668945,0.0011044144630432129
math_68,math,13,0.0007928609848022461,0.0011437535285949707
math_68,math,14,0.0007786750793457031,0.0010437965393066406
math_68,math,15,0.0008009076118469238,0.0010477304458618164
