task_id,domain,layer,div_mon,div_pla
math_8,math,6,0.0014833807945251465,0.00202786922454834
math_8,math,7,0.001414477825164795,0.0022314786911010742
math_8,math,8,0.0012974739074707031,0.002116978168487549
math_8,math,9,0.0013954639434814453,0.0022845864295959473
math_8,math,10,0.0013497471809387207,0.0023026466369628906
math_8,math,11,0.0013301968574523926,0.002427339553833008
math_8,math,12,0.0012572407722473145,0.0022504329681396484
math_8,math,13,0.001363217830657959,0.0025668740272521973
math_8,math,14,0.0013456940650939941,0.0026532411575317383
math_8,math,15,0.0012860298156738281,0.0025556087493896484
math_8,math,16,0.0013373494148254395,0.0027294158935546875
math_8,math,17,0.001423954963684082,0.002740144729614258
math_8,math,18,0.0014129281044006348,0.0027534961700439453
math_8,math,19,0.0014230608940124512,0.0029100775718688965
math_8,math,20,0.0017479658126831055,0.003276050090789795
math_8,math,21,0.0014407038688659668,0.0025840401649475098
math_8,math,22,0.0014722943305969238,0.0026938319206237793
math_8,math,23,0.0012010931968688965,0.0022219419479370117
math_8,math,24,0.0010107159614562988,0.001911461353302002
math_8,math,25,0.000941157341003418,0.0017767548561096191
math_8,math,26,0.0007532835006713867,0.0014474987983703613
math_8,math,27,0.0010363459587097168,0.002509593963623047
code_4,code,0,0.00488513708114624,0.00324326753616333
code_4,code,1,0.0032435059547424316,0.0020378828048706055
code_4,code,2,0.0017393231391906738,0.0012052059173583984
code_4,code,3,0.0028299689292907715,0.002049744129180908
code_4,code,4,0.003998696804046631,0.0025326013565063477
code_4,code,5,0.003481745719909668,0.0022155046463012695
code_4,code,6,0.00295412540435791,0.001716315746307373
code_4,code,7,0.003268718719482422,0.001875162124633789
code_4,code,8,0.0033029913902282715,0.0017562508583068848
code_4,code,9,0.0034282803535461426,0.0019030570983886719
code_4,code,10,0.003221452236175537,0.0018499493598937988
code_4,code,11,0.0037922263145446777,0.002107381820678711
code_4,code,12,0.0034871697425842285,0.0020143985748291016
code_4,code,13,0.003866434097290039,0.0022022128105163574
code_4,code,14,0.0038695931434631348,0.0021828413009643555
code_4,code,15,0.004197180271148682,0.002356231212615967
code_4,code,16,0.004048943519592285,0.0021529197692871094
code_4,code,17,0.004754066467285156,0.0022130608558654785
code_4,code,18,0.0050803422927856445,0.0021349191665649414
code_4,code,19,0.006253957748413086,0.0023236870765686035
code_4,code,20,0.006268978118896484,0.0024039149284362793
code_4,code,21,0.004813015460968018,0.002093791961669922
code_4,code,22,0.005229771137237549,0.002286195755004883
code_4,code,23,0.004211723804473877,0.0019047856330871582
code_4,code,24,0.0029913783073425293,0.0013352036476135254
code_4,code,25,0.002965092658996582,0.001352846622467041
code_4,code,26,0.0021764636039733887,0.0010496973991394043
code_4,code,27,0.005911409854888916,0.003634035587310791
code_3,code,0,0.002731025218963623,0.0044234395027160645
code_3,code,1,0.0016179084777832031,0.002811729907989502
code_3,code,2,0.0008892416954040527,0.001606583595275879
code_3,code,3,0.0012886524200439453,0.0023389458656311035
code_3,code,4,0.0019919276237487793,0.003090500831604004
code_3,code,5,0.0017080903053283691,0.002601444721221924
code_3,code,6,0.0014933347702026367,0.0022892355918884277
code_3,code,7,0.0015779733657836914,0.002589285373687744
code_3,code,8,0.0014896988868713379,0.0024295449256896973
code_3,code,9,0.0017107129096984863,0.002579808235168457
code_3,code,10,0.0016009807586669922,0.0024207234382629395
code_3,code,11,0.0017024874687194824,0.0025469064712524414
code_3,code,12,0.0016489028930664062,0.002455592155456543
code_3,code,13,0.001795649528503418,0.002750575542449951
code_3,code,14,0.0017835497856140137,0.002747833728790283
code_3,code,15,0.0017670989036560059,0.0027643442153930664
code_3,code,16,0.0017861723899841309,0.0027657747268676758
code_3,code,17,0.002006351947784424,0.0030295848846435547
code_3,code,18,0.002141892910003662,0.0031237006187438965
code_3,code,19,0.0024448037147521973,0.003446519374847412
code_3,code,20,0.0028437376022338867,0.0036833882331848145
code_3,code,21,0.002349853515625,0.002888321876525879
code_3,code,22,0.002719402313232422,0.0031639933586120605
code_3,code,23,0.0024030208587646484,0.002596616744995117
code_3,code,24,0.0018418431282043457,0.002009868621826172
code_3,code,25,0.0018056631088256836,0.0019808411598205566
code_3,code,26,0.0013889670372009277,0.0014799237251281738
code_3,code,27,0.002891361713409424,0.0033006668090820312
qa_1,qa,0,0.0011773109436035156,0.0009752511978149414
qa_1,qa,1,0.0007905960083007812,0.000867009162902832
qa_1,qa,2,0.0006811618804931641,0.0006875991821289062
qa_1,qa,3,0.0008669495582580566,0.001102447509765625
qa_1,qa,4,0.0011401176452636719,0.0013993382453918457
qa_1,qa,5,0.001105189323425293,0.0013123154640197754
qa_1,qa,6,0.0009336471557617188,0.0009953975677490234
qa_1,qa,7,0.0009478926658630371,0.0010486245155334473
qa_1,qa,8,0.0009157657623291016,0.000905454158782959
qa_1,qa,9,0.000928342342376709,0.0008826851844787598
qa_1,qa,10,0.0009708404541015625,0.0009890198707580566
qa_1,qa,11,0.0009170174598693848,0.000960230827331543
qa_1,qa,12,0.0007827281951904297,0.0007339119911193848
qa_1,qa,13,0.000733792781829834,0.0007380247116088867
qa_1,qa,14,0.0007957220077514648,0.0007658004760742188
qa_1,qa,15,0.000759422779083252,0.0009307861328125
qa_1,qa,16,0.0008060336112976074,0.0009591579437255859
qa_1,qa,17,0.0008231401443481445,0.0009270310401916504
qa_1,qa,18,0.0008625984191894531,0.0009632110595703125
qa_1,qa,19,0.0010966062545776367,0.0011941194534301758
qa_1,qa,20,0.0011589527130126953,0.0011573433876037598
qa_1,qa,21,0.0007918477058410645,0.0008755326271057129
qa_1,qa,22,0.0008292198181152344,0.0009085536003112793
qa_1,qa,23,0.0006664395332336426,0.0007035732269287109
qa_1,qa,24,0.0005411505699157715,0.0005623102188110352
qa_1,qa,25,0.00047451257705688477,0.000510871410369873
qa_1,qa,26,0.00044983625411987305,0.00047725439071655273
qa_1,qa,27,0.0006499886512756348,0.00102156400680542
code_6,code,0,0.006450533866882324,0.004924416542053223
code_6,code,1,0.004090011119842529,0.003197789192199707
code_6,code,2,0.0020746588706970215,0.001549363136291504
code_6,code,3,0.002672135829925537,0.002134561538696289
code_6,code,4,0.0033472776412963867,0.002826094627380371
code_6,code,5,0.0028499364852905273,0.0023260116577148438
code_6,code,6,0.0025022029876708984,0.0019646883010864258
code_6,code,7,0.002685070037841797,0.002278625965118408
code_6,code,8,0.002554178237915039,0.002146780490875244
code_6,code,9,0.0027797818183898926,0.0024333596229553223
code_6,code,10,0.0026057958602905273,0.002351820468902588
code_6,code,11,0.002664506435394287,0.0025336146354675293
code_6,code,12,0.0027309060096740723,0.002551138401031494
code_6,code,13,0.0030779242515563965,0.0028345584869384766
code_6,code,14,0.0032024383544921875,0.002810180187225342
code_6,code,15,0.0032209157943725586,0.003011047840118408
code_6,code,16,0.0030555129051208496,0.0029520392417907715
code_6,code,17,0.0034009814262390137,0.0032578110694885254
code_6,code,18,0.0035205483436584473,0.00364607572555542
code_6,code,19,0.004167616367340088,0.004473090171813965
code_6,code,20,0.004181802272796631,0.004379212856292725
code_6,code,21,0.0031058788299560547,0.003199934959411621
code_6,code,22,0.0035364627838134766,0.003453373908996582
code_6,code,23,0.003144204616546631,0.002792060375213623
code_6,code,24,0.002338707447052002,0.0020853281021118164
code_6,code,25,0.002417922019958496,0.002071201801300049
code_6,code,26,0.0019139647483825684,0.0016747117042541504
code_6,code,27,0.006325960159301758,0.00530773401260376
math_1,math,0,0.024321138858795166,0.018231987953186035
math_1,math,1,0.013860762119293213,0.011140704154968262
math_1,math,2,0.0051735639572143555,0.004336416721343994
math_1,math,3,0.006362795829772949,0.005821526050567627
math_1,math,4,0.007705748081207275,0.007343292236328125
math_1,math,5,0.006685972213745117,0.006506085395812988
math_1,math,6,0.005762279033660889,0.005586504936218262
math_1,math,7,0.006387114524841309,0.006377160549163818
math_1,math,8,0.006425023078918457,0.0062313079833984375
math_1,math,9,0.007079601287841797,0.0071839094161987305
math_1,math,10,0.00683438777923584,0.007152259349822998
math_1,math,11,0.007082223892211914,0.007257819175720215
math_1,math,12,0.007088661193847656,0.00693666934967041
math_1,math,13,0.008176803588867188,0.008493244647979736
math_1,math,14,0.008090376853942871,0.008692026138305664
math_1,math,15,0.00852113962173462,0.010055363178253174
math_1,math,16,0.008420467376708984,0.009854257106781006
math_1,math,17,0.011144161224365234,0.013169527053833008
math_1,math,18,0.011660456657409668,0.01359182596206665
math_1,math,19,0.013882040977478027,0.01566392183303833
math_1,math,20,0.014069855213165283,0.01568847894668579
math_1,math,21,0.012638449668884277,0.014354705810546875
math_1,math,22,0.012967407703399658,0.014091074466705322
math_1,math,23,0.011595010757446289,0.012669384479522705
math_1,math,24,0.00954657793045044,0.010123133659362793
math_1,math,25,0.009459912776947021,0.010569572448730469
math_1,math,26,0.007840394973754883,0.008670151233673096
math_1,math,27,0.017943918704986572,0.018748760223388672
qa_9,qa,0,0.0013312697410583496,0.0012073516845703125
qa_9,qa,1,0.0008840560913085938,0.0009461641311645508
qa_9,qa,2,0.0005052685737609863,0.0005754828453063965
qa_9,qa,3,0.0007034540176391602,0.0009575486183166504
qa_9,qa,4,0.000990152359008789,0.001222372055053711
qa_9,qa,5,0.0009703636169433594,0.0011588335037231445
qa_9,qa,6,0.0007900595664978027,0.0009111762046813965
qa_9,qa,7,0.0007906556129455566,0.0011192560195922852
qa_9,qa,8,0.0007088184356689453,0.0009596943855285645
qa_9,qa,9,0.0007635354995727539,0.0010166764259338379
qa_9,qa,10,0.0007293820381164551,0.0011172294616699219
qa_9,qa,11,0.0007459521293640137,0.0011846423149108887
qa_9,qa,12,0.0006733536720275879,0.0010181665420532227
qa_9,qa,13,0.0007328987121582031,0.0011131763458251953
qa_9,qa,14,0.000770270824432373,0.0011488795280456543
qa_9,qa,15,0.0009425878524780273,0.001477360725402832
qa_9,qa,16,0.0009398460388183594,0.001472175121307373
qa_9,qa,17,0.001095116138458252,0.0014617443084716797
qa_9,qa,18,0.0012341141700744629,0.0015518665313720703
qa_9,qa,19,0.0014834403991699219,0.0017449259757995605
qa_9,qa,20,0.001272439956665039,0.0016137361526489258
qa_9,qa,21,0.0009644031524658203,0.0013219118118286133
qa_9,qa,22,0.0011067390441894531,0.0013579130172729492
qa_9,qa,23,0.0009171962738037109,0.001044631004333496
qa_9,qa,24,0.0006657838821411133,0.0007767081260681152
qa_9,qa,25,0.0006311535835266113,0.0007404685020446777
qa_9,qa,26,0.0005657672882080078,0.0007118582725524902
qa_9,qa,27,0.0012803077697753906,0.001760244369506836
math_6,math,0,0.01377880573272705,0.004058182239532471
math_6,math,1,0.008212029933929443,0.002937793731689453
math_6,math,2,0.0034293532371520996,0.0012302994728088379
math_6,math,3,0.004426896572113037,0.0019568800926208496
math_6,math,4,0.005051553249359131,0.0024063587188720703
math_6,math,5,0.004557669162750244,0.002083003520965576
math_6,math,6,0.003949344158172607,0.0016437768936157227
math_6,math,7,0.00421828031539917,0.0016827583312988281
math_6,math,8,0.003981590270996094,0.0015583038330078125
math_6,math,9,0.004301249980926514,0.00155562162399292
math_6,math,10,0.00430983304977417,0.0014936327934265137
math_6,math,11,0.0042580366134643555,0.001573324203491211
math_6,math,12,0.004229247570037842,0.0014848709106445312
math_6,math,13,0.0044754743576049805,0.0015559196472167969
math_6,math,14,0.00481337308883667,0.0015821456909179688
math_6,math,15,0.004933655261993408,0.0016973018646240234
math_6,math,16,0.005196690559387207,0.0017323493957519531
math_6,math,17,0.005955755710601807,0.0020569562911987305
math_6,math,18,0.006512284278869629,0.002042055130004883
math_6,math,19,0.007348120212554932,0.0022686123847961426
math_6,math,20,0.007819175720214844,0.0023436546325683594
math_6,math,21,0.0063471198081970215,0.0031418800354003906
math_6,math,22,0.006734728813171387,0.003060638904571533
math_6,math,23,0.006047070026397705,0.0026193857192993164
math_6,math,24,0.004882514476776123,0.0024489164352416992
math_6,math,25,0.004882454872131348,0.0023667216300964355
math_6,math,26,0.0038812756538391113,0.0018088221549987793
math_6,math,27,0.008239686489105225,0.005935788154602051
qa_0,qa,0,0.0008168220520019531,0.001190483570098877
qa_0,qa,1,0.0005093812942504883,0.0009158849716186523
qa_0,qa,2,0.0002942085266113281,0.0005359053611755371
qa_0,qa,3,0.00043851137161254883,0.0009402036666870117
qa_0,qa,4,0.0006582140922546387,0.0012547969818115234
qa_0,qa,5,0.0006198883056640625,0.0011869072914123535
qa_0,qa,6,0.0005276203155517578,0.0009279847145080566
qa_0,qa,7,0.0005317330360412598,0.0011188387870788574
qa_0,qa,8,0.0004818439483642578,0.001033782958984375
qa_0,qa,9,0.0004551410675048828,0.0011013150215148926
qa_0,qa,10,0.00044655799865722656,0.001232922077178955
qa_0,qa,11,0.0004589557647705078,0.001261591911315918
qa_0,qa,12,0.0004010796546936035,0.0010933876037597656
qa_0,qa,13,0.00036793947219848633,0.0011337995529174805
qa_0,qa,14,0.00037544965744018555,0.00115889310836792
qa_0,qa,15,0.0003873109817504883,0.0013332962989807129
qa_0,qa,16,0.00037044286727905273,0.0012950301170349121
qa_0,qa,17,0.00038164854049682617,0.0011758804321289062
qa_0,qa,18,0.00035500526428222656,0.001161038875579834
qa_0,qa,19,0.00041556358337402344,0.001336812973022461
qa_0,qa,20,0.00040280818939208984,0.0012276172637939453
qa_0,qa,21,0.0002988576889038086,0.0008300542831420898
qa_0,qa,22,0.000314176082611084,0.0008919239044189453
qa_0,qa,23,0.0002554655075073242,0.0006933808326721191
qa_0,qa,24,0.00020188093185424805,0.0005664229393005371
qa_0,qa,25,0.00018805265426635742,0.0005432367324829102
qa_0,qa,26,0.0001742243766784668,0.0005199909210205078
qa_0,qa,27,0.00036531686782836914,0.0011579394340515137
math_9,math,0,0.006371259689331055,0.014881432056427002
