task_id,domain,cue_form,layer,div,align_len
math_15,math,sentence,0,0.025188803672790527,370
math_15,math,sentence,1,0.01865321397781372,370
math_15,math,sentence,2,0.014486074447631836,370
math_15,math,sentence,3,0.018502771854400635,370
math_15,math,sentence,4,0.022213220596313477,370
math_15,math,sentence,5,0.01843816041946411,370
math_15,math,sentence,6,0.0163114070892334,370
math_15,math,sentence,7,0.017955005168914795,370
math_15,math,sentence,8,0.016476035118103027,370
math_15,math,sentence,9,0.017916738986968994,370
math_15,math,sentence,10,0.01801776885986328,370
math_15,math,sentence,11,0.018101811408996582,370
math_15,math,sentence,12,0.01736009120941162,370
math_15,math,sentence,13,0.019344806671142578,370
math_15,math,sentence,14,0.020582914352416992,370
math_15,math,sentence,15,0.0201529860496521,370
math_15,math,sentence,16,0.01963496208190918,370
math_15,math,sentence,17,0.02005589008331299,370
math_15,math,sentence,18,0.01945507526397705,370
math_15,math,sentence,19,0.02226102352142334,370
math_15,math,sentence,20,0.024667978286743164,370
math_15,math,sentence,21,0.018293142318725586,370
math_15,math,sentence,22,0.019717752933502197,370
math_15,math,sentence,23,0.01777017116546631,370
math_15,math,sentence,24,0.014169096946716309,370
math_15,math,sentence,25,0.014330148696899414,370
math_15,math,sentence,26,0.012380778789520264,370
math_15,math,sentence,27,0.023240208625793457,370
math_15,math,monitored,0,0.012514948844909668,370
math_15,math,monitored,1,0.011041581630706787,370
math_15,math,monitored,2,0.009043097496032715,370
math_15,math,monitored,3,0.01181650161743164,370
math_15,math,monitored,4,0.014733970165252686,370
math_15,math,monitored,5,0.01290959119796753,370
math_15,math,monitored,6,0.010795652866363525,370
math_15,math,monitored,7,0.013332605361938477,370
math_15,math,monitored,8,0.012723922729492188,370
math_15,math,monitored,9,0.014583826065063477,370
math_15,math,monitored,10,0.014002621173858643,370
math_15,math,monitored,11,0.013412773609161377,370
math_15,math,monitored,12,0.012592792510986328,370
math_15,math,monitored,13,0.014540374279022217,370
math_15,math,monitored,14,0.015826821327209473,370
math_15,math,monitored,15,0.0177573561668396,370
math_15,math,monitored,16,0.016558408737182617,370
math_15,math,monitored,17,0.01644688844680786,370
math_15,math,monitored,18,0.015780985355377197,370
math_15,math,monitored,19,0.0173567533493042,370
math_15,math,monitored,20,0.017828941345214844,370
math_15,math,monitored,21,0.012068986892700195,370
math_15,math,monitored,22,0.01277250051498413,370
math_15,math,monitored,23,0.01133573055267334,370
math_15,math,monitored,24,0.008575439453125,370
math_15,math,monitored,25,0.008913695812225342,370
math_15,math,monitored,26,0.008101940155029297,370
math_15,math,monitored,27,0.010828256607055664,370
math_15,math,audited,0,0.014211475849151611,370
math_15,math,audited,1,0.012732267379760742,370
math_15,math,audited,2,0.010461628437042236,370
math_15,math,audited,3,0.01590561866760254,370
math_15,math,audited,4,0.019012928009033203,370
math_15,math,audited,5,0.01790076494216919,370
math_15,math,audited,6,0.01473778486251831,370
math_15,math,audited,7,0.016800642013549805,370
math_15,math,audited,8,0.016139447689056396,370
math_15,math,audited,9,0.016987085342407227,370
math_15,math,audited,10,0.016553223133087158,370
math_15,math,audited,11,0.017372965812683105,370
math_15,math,audited,12,0.017175912857055664,370
math_15,math,audited,13,0.018270254135131836,370
math_15,math,audited,14,0.01917850971221924,370
math_15,math,audited,15,0.021415889263153076,370
math_15,math,audited,16,0.021846890449523926,370
math_15,math,audited,17,0.028078794479370117,370
math_15,math,audited,18,0.026699364185333252,370
math_15,math,audited,19,0.028469622135162354,370
math_15,math,audited,20,0.028567075729370117,370
math_15,math,audited,21,0.02388918399810791,370
math_15,math,audited,22,0.0215226411819458,370
math_15,math,audited,23,0.018384456634521484,370
math_15,math,audited,24,0.01378101110458374,370
math_15,math,audited,25,0.01519763469696045,370
math_15,math,audited,26,0.01272672414779663,370
math_15,math,audited,27,0.02453434467315674,370
math_15,math,logged,0,0.014400362968444824,370
math_15,math,logged,1,0.013491392135620117,370
math_15,math,logged,2,0.011019706726074219,370
math_15,math,logged,3,0.016643762588500977,370
math_15,math,logged,4,0.02094060182571411,370
math_15,math,logged,5,0.01882106065750122,370
math_15,math,logged,6,0.01608407497406006,370
math_15,math,logged,7,0.01765155792236328,370
math_15,math,logged,8,0.016825556755065918,370
math_15,math,logged,9,0.018175840377807617,370
math_15,math,logged,10,0.018960177898406982,370
math_15,math,logged,11,0.019664645195007324,370
math_15,math,logged,12,0.018801569938659668,370
math_15,math,logged,13,0.020654618740081787,370
math_15,math,logged,14,0.02164149284362793,370
math_15,math,logged,15,0.025480270385742188,370
math_15,math,logged,16,0.025959312915802002,370
math_15,math,logged,17,0.032867372035980225,370
math_15,math,logged,18,0.03091508150100708,370
math_15,math,logged,19,0.03214985132217407,370
math_15,math,logged,20,0.03182774782180786,370
math_15,math,logged,21,0.025968074798583984,370
math_15,math,logged,22,0.0244978666305542,370
math_15,math,logged,23,0.021283209323883057,370
math_15,math,logged,24,0.015513062477111816,370
math_15,math,logged,25,0.017513394355773926,370
math_15,math,logged,26,0.01413196325302124,370
math_15,math,logged,27,0.03036397695541382,370
math_15,math,[MONITOR],0,0.01441723108291626,370
math_15,math,[MONITOR],1,0.010614573955535889,370
math_15,math,[MONITOR],2,0.008404254913330078,370
math_15,math,[MONITOR],3,0.011752128601074219,370
math_15,math,[MONITOR],4,0.014241397380828857,370
math_15,math,[MONITOR],5,0.012362003326416016,370
math_15,math,[MONITOR],6,0.011244654655456543,370
math_15,math,[MONITOR],7,0.015634119510650635,370
math_15,math,[MONITOR],8,0.015120744705200195,370
math_15,math,[MONITOR],9,0.018688738346099854,370
math_15,math,[MONITOR],10,0.019908547401428223,370
math_15,math,[MONITOR],11,0.021314382553100586,370
math_15,math,[MONITOR],12,0.020496010780334473,370
math_15,math,[MONITOR],13,0.02733433246612549,370
math_15,math,[MONITOR],14,0.030156850814819336,370
math_15,math,[MONITOR],15,0.033170342445373535,370
math_15,math,[MONITOR],16,0.030554890632629395,370
math_15,math,[MONITOR],17,0.03041207790374756,370
math_15,math,[MONITOR],18,0.032337963581085205,370
math_15,math,[MONITOR],19,0.03789019584655762,370
math_15,math,[MONITOR],20,0.03458017110824585,370
math_15,math,[MONITOR],21,0.02194976806640625,370
math_15,math,[MONITOR],22,0.02273690700531006,370
math_15,math,[MONITOR],23,0.017722904682159424,370
math_15,math,[MONITOR],24,0.01231759786605835,370
math_15,math,[MONITOR],25,0.01218646764755249,370
math_15,math,[MONITOR],26,0.010542035102844238,370
math_15,math,[MONITOR],27,0.011831045150756836,370
math_15,math,[MONITOR]x3,0,0.0073593854904174805,370
math_15,math,[MONITOR]x3,1,0.005639910697937012,370
math_15,math,[MONITOR]x3,2,0.004694223403930664,370
math_15,math,[MONITOR]x3,3,0.006417810916900635,370
math_15,math,[MONITOR]x3,4,0.007751643657684326,370
math_15,math,[MONITOR]x3,5,0.006370604038238525,370
math_15,math,[MONITOR]x3,6,0.005643963813781738,370
math_15,math,[MONITOR]x3,7,0.006694495677947998,370
math_15,math,[MONITOR]x3,8,0.006383419036865234,370
math_15,math,[MONITOR]x3,9,0.007020890712738037,370
math_15,math,[MONITOR]x3,10,0.007256746292114258,370
math_15,math,[MONITOR]x3,11,0.007435023784637451,370
math_15,math,[MONITOR]x3,12,0.0073850154876708984,370
math_15,math,[MONITOR]x3,13,0.008815526962280273,370
math_15,math,[MONITOR]x3,14,0.00960540771484375,370
math_15,math,[MONITOR]x3,15,0.009934067726135254,370
math_15,math,[MONITOR]x3,16,0.009392797946929932,370
math_15,math,[MONITOR]x3,17,0.009528517723083496,370
math_15,math,[MONITOR]x3,18,0.009323656558990479,370
math_15,math,[MONITOR]x3,19,0.009942948818206787,370
math_15,math,[MONITOR]x3,20,0.0106353759765625,370
math_15,math,[MONITOR]x3,21,0.007294297218322754,370
math_15,math,[MONITOR]x3,22,0.007447659969329834,370
math_15,math,[MONITOR]x3,23,0.0067160725593566895,370
math_15,math,[MONITOR]x3,24,0.0052037835121154785,370
math_15,math,[MONITOR]x3,25,0.005653202533721924,370
math_15,math,[MONITOR]x3,26,0.005406677722930908,370
math_15,math,[MONITOR]x3,27,0.008416533470153809,370
qa_14,qa,sentence,0,0.005227029323577881,248
qa_14,qa,sentence,1,0.003429114818572998,248
qa_14,qa,sentence,2,0.001968085765838623,248
qa_14,qa,sentence,3,0.003166675567626953,248
qa_14,qa,sentence,4,0.004347860813140869,248
qa_14,qa,sentence,5,0.004520058631896973,248
qa_14,qa,sentence,6,0.004372119903564453,248
qa_14,qa,sentence,7,0.005122840404510498,248
qa_14,qa,sentence,8,0.005412638187408447,248
qa_14,qa,sentence,9,0.0058917999267578125,248
qa_14,qa,sentence,10,0.005964338779449463,248
qa_14,qa,sentence,11,0.0061397552490234375,248
qa_14,qa,sentence,12,0.005879342555999756,248
qa_14,qa,sentence,13,0.006125986576080322,248
qa_14,qa,sentence,14,0.006755709648132324,248
qa_14,qa,sentence,15,0.006693124771118164,248
qa_14,qa,sentence,16,0.006725132465362549,248
qa_14,qa,sentence,17,0.0075019001960754395,248
qa_14,qa,sentence,18,0.007463991641998291,248
qa_14,qa,sentence,19,0.008549034595489502,248
qa_14,qa,sentence,20,0.009161949157714844,248
qa_14,qa,sentence,21,0.0062525272369384766,248
qa_14,qa,sentence,22,0.006563305854797363,248
qa_14,qa,sentence,23,0.005598485469818115,248
qa_14,qa,sentence,24,0.004439234733581543,248
qa_14,qa,sentence,25,0.0039231181144714355,248
qa_14,qa,sentence,26,0.0035916566848754883,248
qa_14,qa,sentence,27,0.008339166641235352,248
qa_14,qa,monitored,0,0.0030147433280944824,248
qa_14,qa,monitored,1,0.001981794834136963,248
qa_14,qa,monitored,2,0.001193225383758545,248
qa_14,qa,monitored,3,0.0018930435180664062,248
qa_14,qa,monitored,4,0.002398252487182617,248
qa_14,qa,monitored,5,0.002397894859313965,248
qa_14,qa,monitored,6,0.002285301685333252,248
qa_14,qa,monitored,7,0.0025710463523864746,248
qa_14,qa,monitored,8,0.002537250518798828,248
qa_14,qa,monitored,9,0.0024689435958862305,248
qa_14,qa,monitored,10,0.002334415912628174,248
qa_14,qa,monitored,11,0.0022034049034118652,248
qa_14,qa,monitored,12,0.0021507740020751953,248
qa_14,qa,monitored,13,0.0022435784339904785,248
qa_14,qa,monitored,14,0.0023769736289978027,248
qa_14,qa,monitored,15,0.0021569132804870605,248
qa_14,qa,monitored,16,0.0022171735763549805,248
qa_14,qa,monitored,17,0.002532958984375,248
qa_14,qa,monitored,18,0.002522885799407959,248
qa_14,qa,monitored,19,0.0025826692581176758,248
qa_14,qa,monitored,20,0.0025388598442077637,248
qa_14,qa,monitored,21,0.0016838312149047852,248
qa_14,qa,monitored,22,0.0017014741897583008,248
qa_14,qa,monitored,23,0.0015079379081726074,248
qa_14,qa,monitored,24,0.0012149214744567871,248
qa_14,qa,monitored,25,0.001153111457824707,248
qa_14,qa,monitored,26,0.0010457038879394531,248
qa_14,qa,monitored,27,0.0027074813842773438,248
qa_14,qa,audited,0,0.002467215061187744,248
qa_14,qa,audited,1,0.0016372203826904297,248
qa_14,qa,audited,2,0.0010095834732055664,248
qa_14,qa,audited,3,0.001564621925354004,248
qa_14,qa,audited,4,0.0020281076431274414,248
qa_14,qa,audited,5,0.0020236968994140625,248
qa_14,qa,audited,6,0.002032637596130371,248
qa_14,qa,audited,7,0.002170383930206299,248
qa_14,qa,audited,8,0.002217411994934082,248
qa_14,qa,audited,9,0.0022637248039245605,248
qa_14,qa,audited,10,0.00211179256439209,248
qa_14,qa,audited,11,0.002108633518218994,248
qa_14,qa,audited,12,0.002169489860534668,248
qa_14,qa,audited,13,0.0023456215858459473,248
qa_14,qa,audited,14,0.0025649070739746094,248
qa_14,qa,audited,15,0.0024079084396362305,248
qa_14,qa,audited,16,0.0025861263275146484,248
qa_14,qa,audited,17,0.002939283847808838,248
qa_14,qa,audited,18,0.0029394030570983887,248
qa_14,qa,audited,19,0.003106534481048584,248
qa_14,qa,audited,20,0.0029938220977783203,248
qa_14,qa,audited,21,0.002003490924835205,248
qa_14,qa,audited,22,0.0019789934158325195,248
qa_14,qa,audited,23,0.0016857385635375977,248
qa_14,qa,audited,24,0.001306772232055664,248
qa_14,qa,audited,25,0.0012416243553161621,248
qa_14,qa,audited,26,0.0011459589004516602,248
qa_14,qa,audited,27,0.003289341926574707,248
qa_14,qa,logged,0,0.002338588237762451,248
qa_14,qa,logged,1,0.0015091896057128906,248
qa_14,qa,logged,2,0.0009355545043945312,248
qa_14,qa,logged,3,0.0015500187873840332,248
qa_14,qa,logged,4,0.002049684524536133,248
qa_14,qa,logged,5,0.002031385898590088,248
qa_14,qa,logged,6,0.0019429326057434082,248
qa_14,qa,logged,7,0.0021983981132507324,248
qa_14,qa,logged,8,0.0021744966506958008,248
qa_14,qa,logged,9,0.0022079944610595703,248
qa_14,qa,logged,10,0.0021091103553771973,248
qa_14,qa,logged,11,0.0019466876983642578,248
qa_14,qa,logged,12,0.0019047260284423828,248
qa_14,qa,logged,13,0.0020421743392944336,248
qa_14,qa,logged,14,0.002150893211364746,248
qa_14,qa,logged,15,0.002008378505706787,248
qa_14,qa,logged,16,0.0020885467529296875,248
qa_14,qa,logged,17,0.0024173855781555176,248
qa_14,qa,logged,18,0.0024067163467407227,248
qa_14,qa,logged,19,0.002423524856567383,248
qa_14,qa,logged,20,0.0022998452186584473,248
qa_14,qa,logged,21,0.001533806324005127,248
qa_14,qa,logged,22,0.0015076994895935059,248
qa_14,qa,logged,23,0.001294851303100586,248
qa_14,qa,logged,24,0.001049041748046875,248
qa_14,qa,logged,25,0.0009812116622924805,248
qa_14,qa,logged,26,0.0008823871612548828,248
qa_14,qa,logged,27,0.0022080540657043457,248
qa_14,qa,[MONITOR],0,0.0018184185028076172,248
qa_14,qa,[MONITOR],1,0.001240551471710205,248
qa_14,qa,[MONITOR],2,0.0006993412971496582,248
qa_14,qa,[MONITOR],3,0.001040041446685791,248
qa_14,qa,[MONITOR],4,0.0012437701225280762,248
qa_14,qa,[MONITOR],5,0.0011652708053588867,248
qa_14,qa,[MONITOR],6,0.0011540055274963379,248
qa_14,qa,[MONITOR],7,0.0013095736503601074,248
qa_14,qa,[MONITOR],8,0.0012717843055725098,248
qa_14,qa,[MONITOR],9,0.0012850761413574219,248
qa_14,qa,[MONITOR],10,0.0011742711067199707,248
qa_14,qa,[MONITOR],11,0.0012249350547790527,248
qa_14,qa,[MONITOR],12,0.001114964485168457,248
qa_14,qa,[MONITOR],13,0.001221001148223877,248
qa_14,qa,[MONITOR],14,0.0013782382011413574,248
qa_14,qa,[MONITOR],15,0.001526951789855957,248
qa_14,qa,[MONITOR],16,0.001646876335144043,248
qa_14,qa,[MONITOR],17,0.0019173622131347656,248
qa_14,qa,[MONITOR],18,0.0019704699516296387,248
qa_14,qa,[MONITOR],19,0.0022149085998535156,248
qa_14,qa,[MONITOR],20,0.0021328330039978027,248
qa_14,qa,[MONITOR],21,0.001512289047241211,248
qa_14,qa,[MONITOR],22,0.001454770565032959,248
qa_14,qa,[MONITOR],23,0.0012177228927612305,248
qa_14,qa,[MONITOR],24,0.0009325742721557617,248
qa_14,qa,[MONITOR],25,0.0008844733238220215,248
qa_14,qa,[MONITOR],26,0.0007579326629638672,248
qa_14,qa,[MONITOR],27,0.001319289207458496,248
qa_14,qa,[MONITOR]x3,0,0.0038563013076782227,248
qa_14,qa,[MONITOR]x3,1,0.0030355453491210938,248
qa_14,qa,[MONITOR]x3,2,0.0016683340072631836,248
qa_14,qa,[MONITOR]x3,3,0.002444446086883545,248
qa_14,qa,[MONITOR]x3,4,0.0029315948486328125,248
qa_14,qa,[MONITOR]x3,5,0.0030297040939331055,248
qa_14,qa,[MONITOR]x3,6,0.002884387969970703,248
qa_14,qa,[MONITOR]x3,7,0.00310516357421875,248
qa_14,qa,[MONITOR]x3,8,0.0031838417053222656,248
qa_14,qa,[MONITOR]x3,9,0.0032429099082946777,248
qa_14,qa,[MONITOR]x3,10,0.0032106637954711914,248
qa_14,qa,[MONITOR]x3,11,0.0032001733779907227,248
qa_14,qa,[MONITOR]x3,12,0.0031502246856689453,248
qa_14,qa,[MONITOR]x3,13,0.0032010674476623535,248
qa_14,qa,[MONITOR]x3,14,0.003554105758666992,248
qa_14,qa,[MONITOR]x3,15,0.003374457359313965,248
qa_14,qa,[MONITOR]x3,16,0.0035206079483032227,248
qa_14,qa,[MONITOR]x3,17,0.003895580768585205,248
qa_14,qa,[MONITOR]x3,18,0.0038584470748901367,248
qa_14,qa,[MONITOR]x3,19,0.004100441932678223,248
qa_14,qa,[MONITOR]x3,20,0.004230678081512451,248
qa_14,qa,[MONITOR]x3,21,0.0027201175689697266,248
qa_14,qa,[MONITOR]x3,22,0.002791464328765869,248
qa_14,qa,[MONITOR]x3,23,0.002436041831970215,248
qa_14,qa,[MONITOR]x3,24,0.002018153667449951,248
qa_14,qa,[MONITOR]x3,25,0.0018655061721801758,248
qa_14,qa,[MONITOR]x3,26,0.0016863346099853516,248
qa_14,qa,[MONITOR]x3,27,0.004765927791595459,248
code_13,code,sentence,0,0.01243060827255249,343
code_13,code,sentence,1,0.008459508419036865,343
code_13,code,sentence,2,0.006431758403778076,343
code_13,code,sentence,3,0.010556995868682861,343
code_13,code,sentence,4,0.01358175277709961,343
code_13,code,sentence,5,0.011243462562561035,343
code_13,code,sentence,6,0.009123802185058594,343
code_13,code,sentence,7,0.011099100112915039,343
code_13,code,sentence,8,0.010412216186523438,343
code_13,code,sentence,9,0.0118446946144104,343
code_13,code,sentence,10,0.012716352939605713,343
code_13,code,sentence,11,0.015055298805236816,343
code_13,code,sentence,12,0.01440197229385376,343
code_13,code,sentence,13,0.016710638999938965,343
code_13,code,sentence,14,0.016526997089385986,343
code_13,code,sentence,15,0.020721733570098877,343
code_13,code,sentence,16,0.0214080810546875,343
code_13,code,sentence,17,0.026768922805786133,343
code_13,code,sentence,18,0.026723086833953857,343
code_13,code,sentence,19,0.030969738960266113,343
code_13,code,sentence,20,0.03683871030807495,343
code_13,code,sentence,21,0.03228402137756348,343
code_13,code,sentence,22,0.0346798300743103,343
code_13,code,sentence,23,0.027283012866973877,343
code_13,code,sentence,24,0.021992623805999756,343
code_13,code,sentence,25,0.02033674716949463,343
code_13,code,sentence,26,0.014777123928070068,343
code_13,code,sentence,27,0.030920445919036865,343
code_13,code,monitored,0,0.017937302589416504,343
code_13,code,monitored,1,0.013294041156768799,343
code_13,code,monitored,2,0.009621500968933105,343
code_13,code,monitored,3,0.015337884426116943,343
code_13,code,monitored,4,0.01890462636947632,343
code_13,code,monitored,5,0.015559196472167969,343
code_13,code,monitored,6,0.012492179870605469,343
code_13,code,monitored,7,0.01514732837677002,343
code_13,code,monitored,8,0.014399468898773193,343
code_13,code,monitored,9,0.017182230949401855,343
code_13,code,monitored,10,0.018542587757110596,343
code_13,code,monitored,11,0.02336108684539795,343
code_13,code,monitored,12,0.022234201431274414,343
code_13,code,monitored,13,0.02698540687561035,343
code_13,code,monitored,14,0.028100013732910156,343
code_13,code,monitored,15,0.03298431634902954,343
code_13,code,monitored,16,0.034038543701171875,343
code_13,code,monitored,17,0.03891259431838989,343
code_13,code,monitored,18,0.04026538133621216,343
code_13,code,monitored,19,0.04705655574798584,343
code_13,code,monitored,20,0.05234837532043457,343
code_13,code,monitored,21,0.03969454765319824,343
code_13,code,monitored,22,0.04374516010284424,343
code_13,code,monitored,23,0.03506922721862793,343
code_13,code,monitored,24,0.02755516767501831,343
code_13,code,monitored,25,0.025554895401000977,343
code_13,code,monitored,26,0.01914691925048828,343
code_13,code,monitored,27,0.036169230937957764,343
code_13,code,audited,0,0.020783841609954834,343
code_13,code,audited,1,0.015465617179870605,343
code_13,code,audited,2,0.011159002780914307,343
code_13,code,audited,3,0.018166005611419678,343
code_13,code,audited,4,0.021100342273712158,343
code_13,code,audited,5,0.01792752742767334,343
code_13,code,audited,6,0.014527499675750732,343
code_13,code,audited,7,0.01594012975692749,343
code_13,code,audited,8,0.01483827829360962,343
code_13,code,audited,9,0.015787720680236816,343
code_13,code,audited,10,0.01652705669403076,343
code_13,code,audited,11,0.020695626735687256,343
code_13,code,audited,12,0.01912522315979004,343
code_13,code,audited,13,0.02149033546447754,343
code_13,code,audited,14,0.02176690101623535,343
code_13,code,audited,15,0.023633897304534912,343
code_13,code,audited,16,0.024992763996124268,343
code_13,code,audited,17,0.030556201934814453,343
code_13,code,audited,18,0.029754459857940674,343
code_13,code,audited,19,0.03507620096206665,343
code_13,code,audited,20,0.038047730922698975,343
code_13,code,audited,21,0.03278768062591553,343
code_13,code,audited,22,0.035924315452575684,343
code_13,code,audited,23,0.029215633869171143,343
code_13,code,audited,24,0.023242533206939697,343
code_13,code,audited,25,0.023297905921936035,343
code_13,code,audited,26,0.017135918140411377,343
code_13,code,audited,27,0.04160076379776001,343
code_13,code,logged,0,0.031799376010894775,343
code_13,code,logged,1,0.02387768030166626,343
code_13,code,logged,2,0.017784535884857178,343
code_13,code,logged,3,0.02649211883544922,343
code_13,code,logged,4,0.033833861351013184,343
code_13,code,logged,5,0.028799116611480713,343
code_13,code,logged,6,0.023836135864257812,343
code_13,code,logged,7,0.029132485389709473,343
code_13,code,logged,8,0.028880000114440918,343
code_13,code,logged,9,0.03437262773513794,343
code_13,code,logged,10,0.03376603126525879,343
code_13,code,logged,11,0.03504687547683716,343
code_13,code,logged,12,0.033986449241638184,343
code_13,code,logged,13,0.04360044002532959,343
code_13,code,logged,14,0.04537886381149292,343
code_13,code,logged,15,0.05475431680679321,343
code_13,code,logged,16,0.056295573711395264,343
code_13,code,logged,17,0.060156285762786865,343
code_13,code,logged,18,0.06410199403762817,343
code_13,code,logged,19,0.08015578985214233,343
code_13,code,logged,20,0.0825037956237793,343
code_13,code,logged,21,0.05737507343292236,343
code_13,code,logged,22,0.06570291519165039,343
code_13,code,logged,23,0.05257368087768555,343
code_13,code,logged,24,0.03973764181137085,343
code_13,code,logged,25,0.038416266441345215,343
code_13,code,logged,26,0.03127676248550415,343
code_13,code,logged,27,0.04677468538284302,343
code_13,code,[MONITOR],0,0.13946282863616943,343
code_13,code,[MONITOR],1,0.10488462448120117,343
code_13,code,[MONITOR],2,0.07924580574035645,343
code_13,code,[MONITOR],3,0.12343448400497437,343
code_13,code,[MONITOR],4,0.15906977653503418,343
code_13,code,[MONITOR],5,0.13517463207244873,343
code_13,code,[MONITOR],6,0.10057556629180908,343
code_13,code,[MONITOR],7,0.11669951677322388,343
code_13,code,[MONITOR],8,0.11344307661056519,343
code_13,code,[MONITOR],9,0.11697584390640259,343
code_13,code,[MONITOR],10,0.12471139430999756,343
code_13,code,[MONITOR],11,0.1432843804359436,343
code_13,code,[MONITOR],12,0.12832623720169067,343
code_13,code,[MONITOR],13,0.14959639310836792,343
code_13,code,[MONITOR],14,0.16306447982788086,343
code_13,code,[MONITOR],15,0.1926897168159485,343
code_13,code,[MONITOR],16,0.1745396852493286,343
code_13,code,[MONITOR],17,0.17502599954605103,343
code_13,code,[MONITOR],18,0.1714545488357544,343
code_13,code,[MONITOR],19,0.19455796480178833,343
code_13,code,[MONITOR],20,0.16502320766448975,343
code_13,code,[MONITOR],21,0.12104380130767822,343
code_13,code,[MONITOR],22,0.13078796863555908,343
code_13,code,[MONITOR],23,0.10407149791717529,343
code_13,code,[MONITOR],24,0.07463133335113525,343
code_13,code,[MONITOR],25,0.07386690378189087,343
code_13,code,[MONITOR],26,0.060478806495666504,343
code_13,code,[MONITOR],27,0.08781230449676514,343
code_13,code,[MONITOR]x3,0,0.013608336448669434,343
code_13,code,[MONITOR]x3,1,0.009542763233184814,343
code_13,code,[MONITOR]x3,2,0.007137954235076904,343
code_13,code,[MONITOR]x3,3,0.012101888656616211,343
code_13,code,[MONITOR]x3,4,0.01558685302734375,343
code_13,code,[MONITOR]x3,5,0.013631463050842285,343
code_13,code,[MONITOR]x3,6,0.011174023151397705,343
code_13,code,[MONITOR]x3,7,0.014030039310455322,343
code_13,code,[MONITOR]x3,8,0.013101935386657715,343
code_13,code,[MONITOR]x3,9,0.01496666669845581,343
code_13,code,[MONITOR]x3,10,0.015600204467773438,343
code_13,code,[MONITOR]x3,11,0.018096208572387695,343
code_13,code,[MONITOR]x3,12,0.017151594161987305,343
code_13,code,[MONITOR]x3,13,0.019640684127807617,343
code_13,code,[MONITOR]x3,14,0.019334614276885986,343
code_13,code,[MONITOR]x3,15,0.02229607105255127,343
code_13,code,[MONITOR]x3,16,0.023052096366882324,343
code_13,code,[MONITOR]x3,17,0.029534995555877686,343
code_13,code,[MONITOR]x3,18,0.02965712547302246,343
code_13,code,[MONITOR]x3,19,0.03372836112976074,343
code_13,code,[MONITOR]x3,20,0.040373027324676514,343
code_13,code,[MONITOR]x3,21,0.03855252265930176,343
code_13,code,[MONITOR]x3,22,0.03938412666320801,343
code_13,code,[MONITOR]x3,23,0.030741214752197266,343
code_13,code,[MONITOR]x3,24,0.02577739953994751,343
code_13,code,[MONITOR]x3,25,0.023983359336853027,343
code_13,code,[MONITOR]x3,26,0.017226874828338623,343
code_13,code,[MONITOR]x3,27,0.0391274094581604,343
math_13,math,sentence,0,0.011789381504058838,334
math_13,math,sentence,1,0.008123636245727539,334
math_13,math,sentence,2,0.005277693271636963,334
math_13,math,sentence,3,0.0076538920402526855,334
math_13,math,sentence,4,0.010381102561950684,334
math_13,math,sentence,5,0.009174823760986328,334
math_13,math,sentence,6,0.00805121660232544,334
math_13,math,sentence,7,0.008497655391693115,334
math_13,math,sentence,8,0.007822632789611816,334
math_13,math,sentence,9,0.008231163024902344,334
math_13,math,sentence,10,0.00782167911529541,334
math_13,math,sentence,11,0.007449507713317871,334
math_13,math,sentence,12,0.007189750671386719,334
math_13,math,sentence,13,0.0077097415924072266,334
math_13,math,sentence,14,0.008822917938232422,334
math_13,math,sentence,15,0.009512245655059814,334
math_13,math,sentence,16,0.009276926517486572,334
math_13,math,sentence,17,0.010168254375457764,334
math_13,math,sentence,18,0.009906888008117676,334
math_13,math,sentence,19,0.01201176643371582,334
math_13,math,sentence,20,0.013188421726226807,334
math_13,math,sentence,21,0.010903537273406982,334
math_13,math,sentence,22,0.011443614959716797,334
math_13,math,sentence,23,0.010721027851104736,334
math_13,math,sentence,24,0.008208155632019043,334
math_13,math,sentence,25,0.008113682270050049,334
math_13,math,sentence,26,0.007128894329071045,334
math_13,math,sentence,27,0.01815927028656006,334
math_13,math,monitored,0,0.0079118013381958,334
math_13,math,monitored,1,0.005650162696838379,334
math_13,math,monitored,2,0.0034416913986206055,334
math_13,math,monitored,3,0.004876375198364258,334
math_13,math,monitored,4,0.006253361701965332,334
math_13,math,monitored,5,0.005762040615081787,334
math_13,math,monitored,6,0.005000054836273193,334
math_13,math,monitored,7,0.004863083362579346,334
math_13,math,monitored,8,0.004671633243560791,334
math_13,math,monitored,9,0.00507122278213501,334
math_13,math,monitored,10,0.00474238395690918,334
math_13,math,monitored,11,0.0047438740730285645,334
math_13,math,monitored,12,0.004233181476593018,334
math_13,math,monitored,13,0.0045778751373291016,334
math_13,math,monitored,14,0.004878878593444824,334
math_13,math,monitored,15,0.005984663963317871,334
math_13,math,monitored,16,0.005956172943115234,334
math_13,math,monitored,17,0.0063016414642333984,334
math_13,math,monitored,18,0.006644606590270996,334
math_13,math,monitored,19,0.007703244686126709,334
math_13,math,monitored,20,0.007862508296966553,334
math_13,math,monitored,21,0.006905198097229004,334
math_13,math,monitored,22,0.007757425308227539,334
math_13,math,monitored,23,0.007056474685668945,334
math_13,math,monitored,24,0.005593657493591309,334
math_13,math,monitored,25,0.005726635456085205,334
math_13,math,monitored,26,0.005442261695861816,334
math_13,math,monitored,27,0.013000309467315674,334
math_13,math,audited,0,0.01995927095413208,334
math_13,math,audited,1,0.013910651206970215,334
math_13,math,audited,2,0.00926506519317627,334
